delta	lambda	item	intercept	depth	embBias	embBias_Two	embBias_Three	compatible	compatible_Two	compatible_Three	compatible:EmbBias
0.4	0.25	ItemMixed_40	44.245	-13.953	2.468	1.8755	3.0605	-5.481	-6.4905	-4.4715	-0.183
0.4	0.25	ItemMixed_41	47.657	-10.556	1.473	0.2685	2.6775	-9.972	-10.6795	-9.2645	-3.304
0.4	0.25	ItemMixed_42	48.891	-6.641	3.386	1.431	5.341	-6.264	-8.7545	-3.7735	-0.101
0.4	0.25	ItemMixed_43	38.898	-29.943	2.447	1.6515	3.2425	-1.057	-1.7175	-0.3965	-1.297
0.4	0.25	ItemMixed_5	45.17	-11.264	1.596	0.9995	2.1925	-4.057	-6.189	-1.925	-1.699
0.4	0.25	ItemMixed_6	43.113	-15.764	1.635	1.6255	1.6445	-1.595	-1.4345	-1.7555	0.911
0.4	0.25	ItemMixed_7	47.611	-6.651	1.797	1.2125	2.3815	-10.481	-12.094	-8.868	1.3
0.4	0.25	ItemMixed_8	45.132	-17.887	2.588	1.5845	3.5915	-5.132	-11.5845	1.3205	-1.311
0.4	0.25	ItemMixed_9	46.623	-8.254	1.282	1.482	1.082	-1.632	-5.151	1.887	-1.047
0.4	0.5	Item232_Critical_0	39.838	-10.406	2.937	3.4325	2.4415	-2.5	-4.6415	-0.3585	0.312
0.4	0.5	Item232_Critical_1	41.959	-9.953	2.545	3.2155	1.8745	-2.406	-1.906	-2.906	-1.331
0.4	0.5	Item232_Critical_10	40.351	-11.406	3.371	4.0285	2.7135	-2.707	-4.056	-1.358	-0.851
0.4	0.5	Item232_Critical_11	40.695	-8.491	3.465	4.025	2.905	-6.472	-9.774	-3.17	-2.503
0.4	0.5	Item232_Critical_12	38.8	-8.434	2.338	1.9095	2.7665	-3.792	-5.509	-2.075	-2.728
0.4	0.5	Item232_Critical_13	40.106	-8.0	3.106	3.1455	3.0665	-7.868	-15.585	-0.151	-1.949
0.4	0.5	Item232_Critical_14	39.121	-9.481	2.814	3.9665	1.6615	-7.802	-14.151	-1.453	-1.965
0.4	0.5	Item232_Critical_15	39.966	-8.104	1.776	2.061	1.491	-3.575	-4.8865	-2.2635	-0.33
0.4	0.5	Item232_Critical_16	42.619	-13.453	2.257	2.3085	2.2055	-7.019	-16.2645	2.2265	-0.17
0.4	0.5	Item232_Critical_17	42.804	-11.198	2.985	4.4455	1.5245	-2.349	-2.962	-1.736	-0.065
0.4	0.5	Item232_Critical_18	40.008	-11.642	2.358	3.082	1.634	-1.641	-1.811	-1.471	-1.964
0.4	0.5	Item232_Critical_19	40.917	-11.689	2.802	2.7	2.904	-4.103	-9.5655	1.3595	-3.858
0.4	0.5	Item232_Critical_2	40.63	-10.878	2.797	3.67	1.924	-5.009	-4.4525	-5.5655	-1.068
0.4	0.5	Item232_Critical_20	40.827	-10.425	2.475	3.406	1.544	0.123	-3.4715	3.7175	-0.645
0.4	0.5	Item232_Critical_21	38.068	-7.453	2.37	3.355	1.385	-2.849	-4.396	-1.302	-0.372
0.4	0.5	Item232_Critical_23	36.631	-7.991	1.233	2.028	0.438	-0.425	1.792	-2.642	0.848
0.4	0.5	Item232_Critical_24	37.932	-11.17	2.495	3.552	1.438	-2.038	-3.925	-0.151	0.326
0.4	0.5	Item232_Critical_25	40.197	-8.68	1.961	2.941	0.981	-7.83	-13.7355	-1.9245	-4.351
0.4	0.5	Item232_Critical_26	39.725	-4.199	2.83	2.4215	3.2385	-1.821	-1.208	-2.434	-0.459
0.4	0.5	Item232_Critical_27	38.287	-8.057	2.658	0.7225	4.5935	-4.604	-2.7925	-6.4155	0.118
0.4	0.5	Item232_Critical_28	42.438	-9.717	3.794	4.4305	3.1575	-5.623	-6.453	-4.793	-1.466
0.4	0.5	Item232_Critical_3	44.661	-8.783	4.399	4.269	4.529	-4.217	-4.9625	-3.4715	-0.325
0.4	0.5	Item232_Critical_30	40.393	-11.887	2.788	3.961	1.615	-9.849	-17.3205	-2.3775	-3.106
0.4	0.5	Item232_Critical_4	40.8	-10.812	2.5	2.9865	2.0135	-10.924	-15.8675	-5.9805	-2.394
0.4	0.5	Item232_Critical_5	41.834	-10.246	3.588	4.7985	2.3775	-4.472	-8.0005	-0.9435	-1.181
0.4	0.5	Item232_Critical_6	40.936	-11.302	2.622	2.6195	2.6245	-11.17	-19.604	-2.736	-3.902
0.4	0.5	Item232_Critical_7	38.989	-11.076	2.068	2.307	1.829	-5.811	-8.6225	-2.9995	-2.064
0.4	0.5	Item232_Critical_8	39.468	-11.01	2.298	3.616	0.98	-1.349	-2.5095	-0.1885	-0.119
0.4	0.5	Item232_Critical_9	41.117	-8.981	2.88	4.8245	0.9355	-4.962	-6.113	-3.811	-1.531
0.4	0.5	Item238_Critical_VAdv1	-100.0	-4.236	0.0	1.287	-1.287	337.943	nan	nan	3.771
0.4	0.5	Item238_Critical_VN1	39.514	-12.896	1.922	3.29	0.554	-5.179	-7.415	-2.943	-1.761
0.4	0.5	Item238_Critical_VN2	39.344	-9.0	1.504	1.8045	1.2035	-2.283	-4.7925	0.2265	1.102
0.4	0.5	Item238_Critical_VN3	39.408	-9.576	2.767	3.6105	1.9235	-3.632	-3.113	-4.151	-1.493
0.4	0.5	Item238_Critical_VN5	41.653	-11.887	3.488	4.3965	2.5795	-0.604	2.0565	-3.2645	-1.724
0.4	0.5	Item238_Critical_Vadv1	-100.0	-9.519	0.0	-1.521	1.521	-349.962	nan	nan	-5.965
0.4	0.5	Item238_Critical_Vadv2	45.88	-13.472	0.027	0.9845	-0.9305	-3.528	-2.396	-4.66	-0.646
0.4	0.5	Item238_Critical_Vadv3	46.736	-18.236	0.912	0.87	0.954	-5.556	-6.6975	-4.4145	-1.803
0.4	0.5	Item238_Critical_Vadv5	36.872	-7.897	4.406	3.8885	4.9235	-8.745	-12.3395	-5.1505	-1.411
0.4	0.5	Item238_Critical_Vadv6	46.427	-13.312	1.743	1.2085	2.2775	-1.877	-2.9995	-0.7545	-1.749
0.4	0.5	Item238_Critical_Vadv7	48.283	-14.67	1.532	1.0135	2.0505	-9.255	-6.019	-12.491	-1.127
0.4	0.5	Item238_Critical_Vadv8	46.555	-17.293	0.651	0.7775	0.5245	-0.179	-0.358	0.0	1.839
0.4	0.5	Item238_Critical_Vadv9	34.317	-9.585	3.589	4.4125	2.7655	-2.019	-2.019	-2.019	0.294
0.4	0.5	ItemCritical_6	38.989	-11.812	2.81	3.1675	2.4525	-9.509	-14.339	-4.679	-1.467
0.4	0.75	Item232_Critical_0	56.7	-4.392	0.1	-0.1885	0.3885	-0.278	-0.3675	-0.1885	-0.219
0.4	0.75	Item232_Critical_1	56.942	-4.788	-0.017	-0.076	0.042	0.543	0.01	1.076	0.003
0.4	0.75	Item232_Critical_10	56.572	-4.797	0.128	0.1485	0.1075	0.005	0.227	-0.217	-0.316
0.4	0.75	Item232_Critical_11	56.585	-4.774	0.271	0.042	0.5	-0.292	-0.3295	-0.2545	-0.301
0.4	0.75	Item232_Critical_12	56.772	-4.873	0.046	-0.268	0.36	-0.061	0.123	-0.245	-0.189
0.4	0.75	Item232_Critical_13	57.032	-4.543	0.243	0.101	0.385	-0.476	-0.6505	-0.3015	-0.34
0.4	0.75	Item232_Critical_14	56.712	-5.128	0.19	-0.2285	0.6085	-0.523	-0.2635	-0.7825	0.001
0.4	0.75	Item232_Critical_15	56.736	-4.689	0.245	0.1865	0.3035	0.095	0.3405	-0.1505	-0.659
0.4	0.75	Item232_Critical_16	56.987	-4.165	0.23	0.1895	0.2705	-0.212	-0.594	0.17	-0.352
0.4	0.75	Item232_Critical_17	56.972	-3.873	0.436	0.483	0.389	-0.278	-0.226	-0.33	0.506
0.4	0.75	Item232_Critical_18	56.223	-4.991	-0.009	-0.056	0.038	0.142	0.3405	-0.0565	0.103
0.4	0.75	Item232_Critical_19	56.774	-4.453	0.138	-0.11	0.386	-0.613	-0.1035	-1.1225	-0.759
0.4	0.75	Item232_Critical_2	56.585	-4.651	0.038	-0.0545	0.1305	-0.273	-0.32	-0.226	-0.028
0.4	0.75	Item232_Critical_20	56.591	-4.76	0.555	0.238	0.872	-0.108	0.142	-0.358	0.17
0.4	0.75	Item232_Critical_21	56.847	-4.175	0.09	-0.21	0.39	0.779	0.35	1.208	-0.602
0.4	0.75	Item232_Critical_22	57.989	-2.406	0.118	0.059	0.177	-0.292	-0.6975	0.1135	-0.354
0.4	0.75	Item232_Critical_23	56.538	-4.75	0.061	0.075	0.047	-0.429	0.0195	-0.8775	0.419
0.4	0.75	Item232_Critical_24	56.681	-4.382	0.016	0.2155	-0.1835	0.184	0.1795	0.1885	-0.739
0.4	0.75	Item232_Critical_25	56.674	-4.09	0.093	0.133	0.053	-0.401	-1.094	0.292	0.029
0.4	0.75	Item232_Critical_26	56.498	-5.123	0.292	-0.003	0.587	-0.103	-0.763	0.557	-0.702
0.4	0.75	Item232_Critical_27	56.981	-4.161	0.198	-0.046	0.442	-0.254	-0.367	-0.141	0.22
0.4	0.75	Item232_Critical_28	56.902	-4.632	0.245	-0.0515	0.5415	-1.113	-0.49	-1.736	-0.126
0.4	0.75	Item232_Critical_29	58.189	-2.189	0.068	0.011	0.125	-0.339	-0.3765	-0.3015	0.33
0.4	0.75	Item232_Critical_3	57.087	-3.368	0.356	0.274	0.438	-0.264	-0.2355	-0.2925	-0.474
0.4	0.75	Item232_Critical_30	56.659	-4.76	0.281	0.335	0.227	-0.448	-0.009	-0.887	-0.196
0.4	0.75	Item232_Critical_31	57.634	-2.066	-0.302	-0.338	-0.266	0.048	-0.716	0.812	-1.05
0.4	0.75	Item232_Critical_4	56.749	-4.571	0.517	0.0745	0.9595	-0.929	-0.7635	-1.0945	-0.511
0.4	0.75	Item232_Critical_5	56.632	-4.713	0.25	0.031	0.469	-0.721	-0.348	-1.094	-0.144
0.4	0.75	Item232_Critical_6	56.972	-4.401	0.304	0.57	0.038	-0.306	-0.8105	0.1985	0.063
0.4	0.75	Item232_Critical_7	56.623	-4.651	0.388	0.0505	0.7255	0.151	-0.509	0.811	-0.118
0.4	0.75	Item232_Critical_8	56.689	-4.213	-0.042	0.2665	-0.3505	0.184	0.4245	-0.0565	0.513
0.4	0.75	Item232_Critical_9	56.77	-4.821	0.41	-0.006	0.826	-0.103	-0.386	0.18	-0.166
0.4	0.75	Item238_Critical_VAdv1	-100.0	-4.604	0.0	-0.151	0.151	392.406	nan	nan	0.901
0.4	0.75	Item238_Critical_VN1	56.523	-4.628	0.072	-0.226	0.37	-0.334	-0.782	0.114	-0.434
0.4	0.75	Item238_Critical_VN2	56.791	-4.165	-0.006	-0.114	0.102	-0.306	-1.688	1.076	0.748
0.4	0.75	Item238_Critical_VN3	52.512	-15.232	0.862	0.107	1.617	-0.448	-0.0185	-0.8775	-0.095
0.4	0.75	Item238_Critical_VN5	56.681	-5.033	0.248	0.167	0.329	0.052	-0.0185	0.1225	-0.082
0.4	0.75	Item238_Critical_Vadv1	-100.0	-4.51	0.0	-0.138	0.138	-391.5	nan	nan	-0.949
0.4	0.75	Item238_Critical_Vadv2	52.555	-9.217	0.455	0.413	0.497	-0.688	-1.7915	0.4155	-0.393
0.4	0.75	Item238_Critical_Vadv3	53.317	-8.236	0.839	0.4135	1.2645	-1.934	-2.547	-1.321	-0.143
0.4	0.75	Item238_Critical_Vadv5	52.046	-11.548	1.175	0.272	2.078	-2.292	-1.641	-2.943	-0.973
0.4	0.75	Item238_Critical_Vadv6	52.134	-8.581	0.376	0.36	0.392	-1.485	-1.763	-1.207	-0.133
0.4	0.75	Item238_Critical_Vadv7	53.351	-9.01	0.832	0.0705	1.5935	-0.264	-1.0845	0.5565	-0.635
0.4	0.75	Item238_Critical_Vadv8	52.94	-8.397	0.454	0.3295	0.5785	-0.801	0.6895	-2.2915	-0.02
0.4	0.75	Item238_Critical_Vadv9	51.074	-12.967	0.474	-0.0995	1.0475	-0.306	0.2365	-0.8485	0.462
0.4	0.75	ItemCritical_0	58.068	-2.019	0.264	0.194	0.334	0.585	0.3965	0.7735	-0.043
0.4	0.75	ItemCritical_1	57.902	-1.925	0.061	-0.1235	0.2455	-0.509	0.5665	-1.5845	0.155
0.4	0.75	ItemCritical_10	58.325	-1.529	0.0	-0.0605	0.0605	-0.735	-0.8105	-0.6595	0.369
0.4	0.75	ItemCritical_11	56.781	-0.33	0.072	0.434	-0.29	-1.084	-1.9045	-0.2635	-0.51
0.4	0.75	ItemCritical_12	56.838	-1.321	0.089	-0.0345	0.2125	-0.754	-0.32	-1.188	-0.14
0.4	0.75	ItemCritical_13	56.815	0.0	0.271	0.4975	0.0445	-1.264	-1.698	-0.83	-0.635
0.4	0.75	ItemCritical_14	56.449	-0.972	0.089	-0.0005	0.1785	-1.386	-1.754	-1.018	0.104
0.4	0.75	ItemCritical_15	57.902	-2.51	0.022	-0.061	0.105	0.246	0.246	0.246	-0.238
0.4	0.75	ItemCritical_16	56.159	0.0	0.114	0.1315	0.0965	-1.434	-0.811	-2.057	0.226
0.4	0.75	ItemCritical_17	57.54	-0.415	0.319	0.3085	0.3295	-1.301	-0.7535	-1.8485	-0.314
0.4	0.75	ItemCritical_18	57.185	-0.868	0.003	0.234	-0.228	-0.547	-0.811	-0.283	0.276
0.4	0.75	ItemCritical_19	56.891	0.037	0.615	0.8425	0.3875	-0.83	-1.245	-0.415	-1.341
0.4	0.75	ItemCritical_2	56.725	-0.264	0.289	0.2705	0.3075	-1.66	-2.49	-0.83	0.709
0.4	0.75	ItemCritical_20	58.264	-1.132	-0.274	-0.247	-0.301	0.283	0.2265	0.3395	0.694
0.4	0.75	ItemCritical_21	57.936	-2.444	0.12	-0.206	0.446	-0.5	0.5285	-1.5285	0.278
0.4	0.75	ItemCritical_22	58.242	-0.944	0.162	0.67	-0.346	-0.207	0.3215	-0.7355	-0.025
0.4	0.75	ItemCritical_23	56.781	2.387	0.487	1.112	-0.138	-0.764	-2.1695	0.6415	-0.371
0.4	0.75	ItemCritical_24	58.091	-0.774	0.172	-0.086	0.43	-1.415	-1.2075	-1.6225	0.597
0.4	0.75	ItemCritical_25	57.514	2.122	0.413	0.601	0.225	-1.858	-2.905	-0.811	-0.212
0.4	0.75	ItemCritical_26	57.797	0.226	0.02	-0.1745	0.2145	-0.188	0.6045	-0.9805	-0.767
0.4	0.75	ItemCritical_27	57.51	0.302	-0.166	-0.1375	-0.1945	-0.886	-1.2065	-0.5655	-0.192
0.4	0.75	ItemCritical_28	57.721	-0.944	0.061	-0.4235	0.5455	-0.207	-0.2255	-0.1885	0.02
0.4	0.75	ItemCritical_29	57.378	0.877	0.082	0.2005	-0.0365	0.595	0.68	0.51	-0.255
0.4	0.75	ItemCritical_3	56.842	-0.614	0.499	0.4475	0.5505	-1.764	-3.3205	-0.2075	-0.161
0.4	0.75	ItemCritical_30	57.963	0.641	0.341	0.296	0.386	0.132	-0.0755	0.3395	0.242
0.4	0.75	ItemCritical_31	57.94	0.547	-0.257	-0.43	-0.084	-0.264	-0.264	-0.264	0.239
0.4	0.75	ItemCritical_32	57.781	0.49	0.263	0.3505	0.1755	-0.584	-0.4895	-0.6785	-0.665
0.4	0.75	ItemCritical_33	57.461	0.5	0.182	0.2225	0.1415	0.048	-0.4705	0.5665	-0.143
0.4	0.75	ItemCritical_34	57.6	-0.529	0.507	0.431	0.583	0.34	0.227	0.453	0.205
0.4	0.75	ItemCritical_35	57.223	0.283	0.04	0.983	-0.903	0.208	0.246	0.17	0.967
0.4	0.75	ItemCritical_36	57.706	0.547	-0.22	0.1535	-0.5935	0.755	0.8495	0.6605	0.014
0.4	0.75	ItemCritical_4	57.808	-2.689	0.277	0.01	0.544	0.67	0.3775	0.9625	-0.228
0.4	0.75	ItemCritical_5	56.725	-0.849	0.148	0.725	-0.429	-0.735	-0.8105	-0.6595	0.477
0.4	0.75	ItemCritical_6	56.791	-4.609	0.143	0.0205	0.2655	-0.353	-0.169	-0.537	0.048
0.4	0.75	ItemCritical_7	58.106	-1.698	0.062	-0.17	0.294	0.076	-0.9995	1.1515	-0.809
0.4	0.75	ItemCritical_8	50.242	-13.265	1.247	0.6665	1.8275	-3.056	-1.6975	-4.4145	-0.333
0.4	0.75	ItemCritical_9	57.264	-1.066	0.381	0.695	0.067	-0.896	-0.792	-1.0	-0.207
0.4	0.75	ItemMixed_1	56.732	-4.604	0.117	0.1055	0.1285	-0.886	-0.829	-0.943	0.564
0.4	0.75	ItemMixed_11	56.263	-4.279	0.318	0.397	0.239	-0.099	-0.2545	0.0565	0.358
0.4	0.75	ItemMixed_12	56.278	-5.024	0.329	0.0195	0.6385	-1.476	-0.8675	-2.0845	-0.647
0.4	0.75	ItemMixed_13	57.178	-1.595	0.15	0.2765	0.0235	0.151	-0.632	0.934	0.181
0.4	0.75	ItemMixed_14	56.436	-4.316	0.308	0.4075	0.2085	0.637	0.3115	0.9625	0.79
0.4	0.75	ItemMixed_15	57.053	-3.793	0.21	0.3095	0.1105	-1.509	-1.1785	-1.8395	-0.647
0.4	0.75	ItemMixed_16	56.625	-4.93	0.205	0.0745	0.3355	-0.995	-0.4715	-1.5185	-1.467
0.4	0.75	ItemMixed_17	57.395	-1.099	0.344	0.038	0.65	0.015	-0.9235	0.9535	-0.332
0.4	0.75	ItemMixed_18	57.378	-1.651	0.23	0.0955	0.3645	-0.245	-0.49	0.0	0.251
0.4	0.75	ItemMixed_19	56.063	-5.231	0.125	0.311	-0.061	-0.589	-0.537	-0.641	0.308
0.4	0.75	ItemMixed_2	56.249	-4.972	0.412	0.251	0.573	-1.273	-0.7825	-1.7635	0.481
0.4	0.75	ItemMixed_21	56.68	-5.463	0.414	0.168	0.66	-0.518	-0.0085	-1.0275	0.548
0.4	0.75	ItemMixed_22	57.023	-1.066	0.196	-0.099	0.491	-0.33	0.019	-0.679	-0.307
0.4	0.75	ItemMixed_23	55.914	-6.114	0.265	0.4485	0.0815	0.302	0.085	0.519	-0.478
0.4	0.75	ItemMixed_24	56.891	-1.17	0.026	0.1125	-0.0605	-0.688	0.114	-1.49	0.301
0.4	0.75	ItemMixed_25	52.064	-9.632	0.766	0.3015	1.2305	0.736	0.5095	0.9625	-0.203
0.4	0.75	ItemMixed_26	56.751	-0.463	0.167	0.1665	0.1675	-0.66	-1.4335	0.1135	0.026
0.4	0.75	ItemMixed_27	57.31	-1.991	-0.059	0.068	-0.186	-0.132	-0.2075	-0.0565	-0.87
0.4	0.75	ItemMixed_28	57.544	-3.293	0.375	0.2625	0.4875	-0.075	0.076	-0.226	0.018
0.4	0.75	ItemMixed_29	57.419	-1.604	0.261	0.3335	0.1885	-0.273	0.0575	-0.6035	0.272
0.4	0.75	ItemMixed_3	56.698	-5.34	0.143	-0.0265	0.3125	-1.16	-0.273	-2.047	0.243
0.4	0.75	ItemMixed_30	56.138	-5.137	0.617	0.1425	1.0915	-0.438	-0.6125	-0.2635	-0.12
0.4	0.75	ItemMixed_31	56.24	-4.779	0.193	-0.1695	0.5555	-0.165	-0.113	-0.217	-0.154
0.4	0.75	ItemMixed_32	57.698	-0.746	0.062	0.09	0.034	0.34	0.1985	0.4815	-0.037
0.4	0.75	ItemMixed_33	55.308	-5.213	1.151	0.668	1.634	0.118	-3.9715	4.2075	0.074
0.4	0.75	ItemMixed_34	53.378	-11.17	0.258	0.179	0.337	-0.264	-1.16	0.632	-0.436
0.4	0.75	ItemMixed_35	56.563	-5.849	0.317	0.0405	0.5935	-0.811	-0.254	-1.368	-0.553
0.4	0.75	ItemMixed_36	56.636	-4.769	0.35	-0.1545	0.8545	-1.523	-1.056	-1.99	-0.1
0.4	0.75	ItemMixed_37	57.48	-1.859	0.049	0.153	-0.055	-0.122	0.4255	-0.6695	-0.54
0.4	0.75	ItemMixed_38	56.68	-5.161	0.507	-0.1545	1.1685	-0.443	-0.3675	-0.5185	-0.033
0.4	0.75	ItemMixed_39	56.38	-5.298	0.211	-0.1115	0.5335	-0.702	-0.848	-0.556	-0.133
0.4	0.75	ItemMixed_4	57.238	-1.198	0.24	0.1775	0.3025	-0.377	-0.6505	-0.1035	-0.52
0.4	0.75	ItemMixed_40	56.602	-5.307	0.016	0.0655	-0.0335	-0.4	-0.829	0.029	-0.524
0.4	0.75	ItemMixed_41	57.432	-1.005	0.212	0.513	-0.089	-0.146	-0.4715	0.1795	-0.099
0.4	0.75	ItemMixed_42	57.095	-3.189	0.898	0.404	1.392	-0.745	-0.679	-0.811	0.204
0.4	0.75	ItemMixed_43	53.185	-11.623	0.689	0.324	1.054	-0.575	-0.358	-0.792	-0.791
0.4	0.75	ItemMixed_5	56.561	-4.524	0.144	-0.3765	0.6645	-0.844	-0.5655	-1.1225	-0.134
0.4	0.75	ItemMixed_6	56.612	-5.283	0.16	0.124	0.196	-0.5	-0.132	-0.868	-0.05
0.4	0.75	ItemMixed_7	57.515	-0.864	-0.022	-0.058	0.014	-2.25	-2.764	-1.736	-0.114
0.4	0.75	ItemMixed_8	56.568	-5.165	0.181	-0.034	0.396	-0.476	-0.905	-0.047	0.327
0.4	0.75	ItemMixed_9	57.125	-1.774	0.264	0.301	0.227	-0.226	-0.924	0.472	0.115
0.4	1	Item232_Critical_0	58.7	-1.25	0.143	-0.036	0.322	-0.004	0.0005	-0.0085	0.027
0.4	1	Item232_Critical_1	58.666	-1.334	0.185	-0.0465	0.4165	-0.165	0.0	-0.33	0.162
0.4	1	Item232_Critical_10	58.715	-1.212	0.16	-0.0395	0.3595	0.08	-0.0005	0.1605	-0.087
0.4	1	Item232_Critical_11	58.694	-1.264	0.139	-0.0345	0.3125	-0.104	-0.0005	-0.2075	0.065
0.4	1	Item232_Critical_12	58.64	-1.401	0.156	-0.039	0.351	-0.108	0.0005	-0.2165	0.172
0.4	1	Item232_Critical_13	58.847	-0.882	0.04	-0.01	0.09	-0.193	0.0005	-0.3865	0.167
0.4	1	Item232_Critical_14	58.708	-1.231	0.088	-0.022	0.198	-0.118	0.0	-0.236	0.007
0.4	1	Item232_Critical_15	58.53	-1.674	0.131	-0.0335	0.2955	0.137	0.0	0.274	-0.132
0.4	1	Item232_Critical_16	58.96	-0.599	0.113	-0.029	0.255	0.109	0.0005	0.2175	-0.063
0.4	1	Item232_Critical_17	58.691	-1.273	0.007	-0.0025	0.0165	0.123	0.0	0.246	0.275
0.4	1	Item232_Critical_18	58.623	-1.443	0.022	-0.0055	0.0495	-0.17	-0.0005	-0.3395	-0.143
0.4	1	Item232_Critical_19	58.857	-0.858	-0.019	0.0045	-0.0425	-0.104	-0.0005	-0.2075	-0.078
0.4	1	Item232_Critical_2	58.634	-1.415	0.091	-0.0225	0.2045	-0.122	0.0005	-0.2445	-0.757
0.4	1	Item232_Critical_20	58.64	-1.401	0.048	-0.012	0.108	0.326	0.0005	0.6515	0.17
0.4	1	Item232_Critical_21	58.43	-1.924	0.28	-0.07	0.63	-0.009	0.0005	-0.0185	-0.142
0.4	1	Item232_Critical_23	58.534	-1.665	0.113	-0.0285	0.2545	-0.146	0.0	-0.292	0.035
0.4	1	Item232_Critical_24	58.564	-1.589	0.052	-0.013	0.117	-0.655	0.0005	-1.3105	-0.183
0.4	1	Item232_Critical_25	58.755	-1.113	0.036	-0.0095	0.0815	-0.132	0.0	-0.264	0.033
0.4	1	Item232_Critical_26	58.63	-1.424	0.093	-0.024	0.21	-0.368	0.0	-0.736	0.52
0.4	1	Item232_Critical_27	58.658	-1.353	0.023	-0.0055	0.0515	-0.297	0.0	-0.594	-0.041
0.4	1	Item232_Critical_28	58.738	-1.155	0.008	-0.0025	0.0185	-0.146	0.0	-0.292	-0.079
0.4	1	Item232_Critical_29	57.091	-0.792	0.169	0.0415	0.2965	-0.877	-0.2545	-1.4995	-0.057
0.4	1	Item232_Critical_3	58.97	-0.575	0.073	-0.019	0.165	0.085	0.0	0.17	0.201
0.4	1	Item232_Critical_30	58.721	-1.198	-0.048	0.0115	-0.1075	-0.094	0.0	-0.188	-0.393
0.4	1	Item232_Critical_31	56.783	-1.297	0.053	0.1975	-0.0915	0.797	1.141	0.453	-0.267
0.4	1	Item232_Critical_4	58.732	-1.169	0.05	-0.013	0.113	-0.368	0.0	-0.736	-0.077
0.4	1	Item232_Critical_5	58.7	-1.25	0.035	-0.0095	0.0795	-0.127	0.0	-0.254	0.124
0.4	1	Item232_Critical_6	58.704	-1.24	0.159	-0.04	0.358	-0.108	0.0005	-0.2165	-0.235
0.4	1	Item232_Critical_7	58.441	-1.896	0.224	-0.056	0.504	-0.273	0.0005	-0.5465	0.157
0.4	1	Item232_Critical_8	58.355	-2.113	0.038	-0.0095	0.0855	-0.028	0.0	-0.056	0.273
0.4	1	Item232_Critical_9	58.551	-1.622	0.205	-0.0515	0.4615	0.113	-0.0005	0.2265	0.265
0.4	1	Item238_Critical_VAdv1	-100.0	-1.627	0.0	-0.2235	0.2235	397.0	nan	nan	0.447
0.4	1	Item238_Critical_VN1	58.643	-1.391	0.083	-0.021	0.187	0.09	0.0	0.18	-0.209
0.4	1	Item238_Critical_VN2	58.651	-1.372	0.148	-0.0365	0.3325	0.354	0.0	0.708	0.05
0.4	1	Item238_Critical_VN3	51.777	-18.556	0.315	-0.0795	0.7095	-0.094	0.0	-0.188	0.4
0.4	1	Item238_Critical_VN5	58.821	-0.948	0.09	-0.023	0.203	-0.184	0.0	-0.368	0.037
0.4	1	Item238_Critical_Vadv1	-100.0	-0.91	0.0	-0.1655	0.1655	-396.462	nan	nan	-0.331
0.4	1	Item238_Critical_Vadv2	49.332	-24.49	0.025	-0.0535	0.1035	0.67	-0.085	1.425	-0.221
0.4	1	Item238_Critical_Vadv3	49.994	-22.938	1.063	-0.2915	2.4175	0.165	-0.0755	0.4055	-0.795
0.4	1	Item238_Critical_Vadv5	55.172	-10.07	0.831	-0.208	1.87	-0.287	0.0005	-0.5745	-0.615
0.4	1	Item238_Critical_Vadv6	49.426	-24.283	0.602	-0.127	1.331	-0.462	-0.151	-0.773	-0.112
0.4	1	Item238_Critical_Vadv7	50.06	-22.783	0.872	-0.215	1.959	-0.679	-0.066	-1.292	-0.719
0.4	1	Item238_Critical_Vadv8	49.402	-24.495	0.907	-0.227	2.041	-1.118	0.0	-2.236	-0.903
0.4	1	Item238_Critical_Vadv9	54.494	-11.764	0.367	-0.092	0.826	-0.141	0.0005	-0.2825	-0.453
0.4	1	ItemCritical_0	57.326	-0.768	0.188	0.3055	0.0705	0.288	-0.4245	1.0005	-0.495
0.4	1	ItemCritical_1	56.892	0.081	0.198	0.049	0.347	-1.004	-1.32	-0.688	0.015
0.4	1	ItemCritical_10	57.153	-1.08	0.182	0.2525	0.1115	-1.646	-2.5095	-0.7825	0.341
0.4	1	ItemCritical_11	57.926	-2.07	0.323	-0.1145	0.7605	-0.863	-0.8115	-0.9145	0.258
0.4	1	ItemCritical_12	57.692	-3.448	0.067	0.031	0.103	0.128	0.227	0.029	0.396
0.4	1	ItemCritical_13	57.823	-3.066	0.361	-0.122	0.844	-0.585	-0.0945	-1.0755	0.497
0.4	1	ItemCritical_14	57.67	-3.523	0.367	0.0615	0.6725	0.024	0.0005	0.0475	-0.034
0.4	1	ItemCritical_15	57.315	-1.278	0.392	0.5195	0.2645	-1.278	-1.5845	-0.9715	0.397
0.4	1	ItemCritical_16	56.841	-4.934	0.261	-0.1135	0.6355	-1.056	0.076	-2.188	-0.283
0.4	1	ItemCritical_17	57.894	-2.801	0.325	-0.029	0.679	-0.434	-0.2925	-0.5755	0.435
0.4	1	ItemCritical_18	57.709	-3.415	0.204	-0.1095	0.5175	-0.971	-0.0845	-1.8575	-0.117
0.4	1	ItemCritical_19	58.128	-2.179	0.24	0.0225	0.4575	-0.453	-0.104	-0.802	-0.28
0.4	1	ItemCritical_2	57.811	-3.066	0.146	-0.062	0.354	-0.67	-0.01	-1.33	-0.134
