workerid	completion	condition	item	sentence1	slide_number
42	Batsman was up against started his run up.	obj_ext_RC	5_obj_ext_RC	The bowler who the	16
42	Had handcuffed ten minutes before was read out.	SC_RC	CRITICAL_3	The declaration that the alleged criminal who the officer	17
42	Community trusted walked through the door.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	18
42	Was friends with was beginning to decay was not a fair one.	SC_RC	CRITICAL_7	The assertion that the famous sculptor who the painter	19
42	Thought deeply about her next project and where it was going.	filler	filler_29	She drummed her fingers against the table as she	20
42	More.	filler	filler_16	Four score and seven	21
42	Liked was new to town made all the difference.	SC_RC	CRITICAL_11	The fact that the marketing whiz who the artist	22
42	Was good at this game were now going head to head.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	23
42	Wrote everyday was suddenly lost.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	24
42	Was the father of was being naughty was not true.	SC_RC	CRITICAL_8	The assumption that the frightened child who the medic	25
42	Worked at the university met up for another interview.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	26
42	Knew was up for debate.	SC_RC	CRITICAL_5	The confirmation that the aspiring entrepreneur who the philanthropist	27
42	Rode his horse every day was now walking up.	sub_ext_RC	5_sub_ext_RC	The jockey who	29
42	Are a breath of fresh air.	filler	filler_5	Outdoor games and picnics	30
42	Did not trust was now out in the open/	SC_RC	CRITICAL_4	The disclosure that the mad scientist who the mayor	31
42	Begin now you will never do it.	filler	filler_6	If you don't	32
42	Struck out his ballot couldn’t decide who to vote for next.	sub_ext_RC	2_sub_ext_RC	The voter who	33
42	Had heard of was released from jail was slightly worrying.	SC_RC	CRITICAL_0	The report that the violent extremist who the agent	34
42	Kids loved had passed away.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	35
42	Never heard of ice cream.	filler	filler_12	Carl admitted to Larissa the he had	36
42	Tell her of the good news.	filler	filler_40	The old man phoned his younger sister to	37
42	Their first recital.	filler	filler_34	The choir made a lot of noise in the back of the bus after	38
42	Loved and was thankful for was shared with everybody there.	SC_RC	CRITICAL_1	The story that the courageous lifesaver who the swimmer	39
42	Wrote the original song for was now playing on the radio.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	40
42	Sunrise.	filler	filler_27	The horses ran down the hill to the barn before	41
42	Had come to before was the thief was a shock to everybody.	SC_RC	CRITICAL_2	The admission that the office clerk who the customer	42
43	Accepted the offer to his dream university.	filler	filler	The gardener's son won a scholarship, so he	4
43	That he had forgotten to take out the garbage.	filler	filler	When Frank woke up, he remembered	5
43	Eating fast food, but she had a terrible craving for McDonald’s. 	filler	filler	Annabelle was generally against	6
43	Was part of the court case, could not come to an agreement.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	7
43	Court hired, couldn’t be wait to be done for the day.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	8
43	Evaluated, was so horrifying that people in the jury teared up.	SC_RC	CRITICAL_2	The admission that the marathon runner who the psychiatrist	9
43	Child is lost due to gun violence.	filler	filler_14	Every 20 minutes in the US a	10
43	Accused of theft was innocent, caused the teacher her job.	SC_RC	CRITICAL_6	The realization that the school principal who the teacher	11
43	Was on a tight deadline was working on, was lost in a house fire.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	12
43	Suspected of embezzling the church was acquited, did not stop their distrust of them.	SC_RC	CRITICAL_8	The assumption that the old preacher who the parishioners	13
43	Cited the teen couple for underage drinking, smilied to himself, remembering his own antics while growing up.	sub_ext_RC	4_sub_ext_RC	The ranger who	14
43	Heavy wool jacket he wore, but he needed enough firewood to warm up his family.	filler	filler_35	The lumberjack sweated under the	15
43	Was in cohorts with was a snitch was proven to be true when she accepted a plea deal given by the court.	SC_RC	CRITICAL_10	The belief that the cunning trickster who the woman	16
43	Years ago, there was a time without Coronavirus and crazy politics.	filler	filler_16	Four score and seven	17
43	Called on was cheating on her essays could not be ignored.	SC_RC	CRITICAL_9	The inkling that the college student who the professor	18
43	Will be wonderful to have again when COVID is under control.	filler	filler_5	Outdoor games and picnics	19
43	in fact had an affair with her younger sister.	filler	filler_12	Carl admitted to Larissa the he had	20
43	Recognized right away ran into the back room, confirmed to the customer that he was her best friend’s slimey ex.	SC_RC	CRITICAL_11	The fact that the office clerk who the customer	21
43	They could be coralled back to their pen.	filler	filler_27	The horses ran down the hill to the barn before	22
43	Succeed at first, just keep trying harder.	filler	filler_6	If you don't	23
43	A long drive back to the school campus.	filler	filler_34	The choir made a lot of noise in the back of the bus after	24
43	Confided in was actually a police enformant opened the case.	SC_RC	CRITICAL_4	The disclosure that the savvy politician who the banker	25
43	Had dedicated it to her boyfriend, was sctually stolen from a fellow singer.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	26
43	Hit in the accident were deceased raised his charges to first degree murder.	SC_RC	CRITICAL_5	The confirmation that the injured victims who the criminal	27
43	Had also invited her friend, felt unconfortable by the conversation.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	28
43	Accused his client was stealing was not stolen; they both had the same pen!	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	29
43	Voted for his favorite candidate felt that he had made a difference that day.	sub_ext_RC	2_sub_ext_RC	The voter who	30
43	Congratulate her on becoming a first time grandmother.	filler	filler_40	The old man phoned his younger sister to	31
43	Was dating, was actually using him for financial gain, broke the philanthropist’s heart.	SC_RC	CRITICAL_3	The declaration that the aspiring entrepreneur who the philanthropist	32
43	Family accused of medical malpractice left the country.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	33
43	Assaulted had a broken nose changed the charges.	SC_RC	CRITICAL_0	The report that the angry bookseller who the thief	34
43	Won the Kentucky Derby couldn’t hold back his tears.	sub_ext_RC	5_sub_ext_RC	The jockey who	35
43	Pay homage to fallen comrades.	filler	filler_24	The aviators gathered together at the library to	36
43	Waited for her date to show up.	filler	filler_29	She drummed her fingers against the table as she	37
43	Rescused was aware to give his name and phone number made finding his parents easier.	SC_RC	CRITICAL_7	The assertion that the frightened child who the medic	38
43	Chance at an opportunity, I won’t blow it.	filler	filler_3	If I ever get another	39
43	Team was depending on got sick, so they needed to call their backup	obj_ext_RC	5_obj_ext_RC	The bowler who the	40
43	Had rewarded for saving the child went viral.	SC_RC	CRITICAL_1	The story that the mad scientist who the mayor	41
43	Made the complaint against of was eventually fired.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	42
44	Is high achieving 	filler	filler	The gardener's son won a scholarship, so he	4
44	Dairy farming 	filler	filler	Annabelle was generally against	5
44	He has work that afternoon 	filler	filler	When Frank woke up, he remembered	6
44	Stolen her sweets	filler	filler_12	Carl admitted to Larissa the he had	7
44	Wash your hands you can spread disease 	filler	filler_6	If you don't	8
44	Was tricked by 	SC_RC	CRITICAL_4	The disclosure that the cunning trickster who the woman	9
44	Likes ice cream 	sub_ext_RC	5_sub_ext_RC	The jockey who	10
44	Who i went to school with, got friendly with. 	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	11
44	Arrested was in fact the suspect in a number of related cases.	SC_RC	CRITICAL_5	The confirmation that the alleged criminal who the officer	12
44	Discuss plans for their next club meeting	filler	filler_24	The aviators gathered together at the library to	13
44	Was sleeping with, also had relationships with several others working on the project, came as quite a shock. 	SC_RC	CRITICAL_7	The assertion that the marketing whiz who the artist	14
44	Forgot their polling card was still allowed to vote. 	sub_ext_RC	2_sub_ext_RC	The voter who	16
44	Ordered the pasta was staring at was quite attractive. 	RC_RC_an	3_RC_RC_an	The waiter who the customer who	17
44	Stole from came with the news that book burglaries are on the rise. 	SC_RC	CRITICAL_0	The report that the angry bookseller who the thief	18
44	Chance, i will take it. 	filler	filler_3	If I ever get another	19
44	Engaged with was a refugee, is a lie and was used by the media to mislead the general public. 	SC_RC	CRITICAL_10	The belief that the violent extremist who the agent	20
44	Used to treat Ben gave him has finally run out of ink. 	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	21
44	Miss in the kids penulty shoot out. 	filler	filler_16	Four score and seven	22
44	Does those awful love songs wrote is also terrible. 	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	23
44	Hated working with has now banned parking putside school, means a lot of teachers will likely have to get the bus. 	SC_RC	CRITICAL_2	The admission that the school principal who the teacher	24
44	Complained about online. 	filler	filler_14	Every 20 minutes in the US a	25
44	Wanted to succeed would do the job well, meant they had little scrutiny on their work and could get away with anything. 	SC_RC	CRITICAL_8	The assumption that the aspiring entrepreneur who the philanthropist	26
44	Winning the competition. 	filler	filler_34	The choir made a lot of noise in the back of the bus after	27
44	had provided with new equipment had sabotaged their fellow competitors came as quite a disappointment. 	SC_RC	CRITICAL_6	The realization that the young violinist who the sponsors	28
44	Thought about what she wanted for dinner. 	filler	filler_29	She drummed her fingers against the table as she	29
44	Complained about was innocent of verbal abuse was supposed by witnesses. 	SC_RC	CRITICAL_3	The declaration that the office clerk who the customer	30
44	Got a stike was celebrated by her team mates. 	obj_ext_RC	5_obj_ext_RC	The bowler who the	31
44	Spotted the poachers had to act quickly to save the elephants. 	sub_ext_RC	4_sub_ext_RC	The ranger who	32
44	He storm came in and soaked them. 	filler	filler_27	The horses ran down the hill to the barn before	33
44	Had been manipulating for years is now set to be sacked is all over the news today. 	SC_RC	CRITICAL_1	The story that the savvy politician who the banker	34
44	Are now allowed under eased lockdown rules. 	filler	filler_5	Outdoor games and picnics	35
44	Lawyer hired was very organised. 	obj_ext_RC	4_obj_ext_RC	The paralegal who the	36
44	Have shied away from also had connections to top police cheifs is very worrying. 	SC_RC	CRITICAL_11	The fact that the suspected mobster who the media	37
44	Is well regarded in their feild is now working with revealed new insights into the case this morning. 	RC_RC_an	1_RC_RC_an	The reporter who the professor who	38
44	Had tried to intimidate was still standing against them is encouraging. 	SC_RC	CRITICAL_9	The inkling that the ambitious student who the bully	39
44	Hot summer sun. 	filler	filler_35	The lumberjack sweated under the	40
44	Pet owners had hired was very kind and caring. 	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	41
44	See what time she was arriving. 	filler	filler_40	The old man phoned his younger sister to	42
45	celebrated with his family. 	filler	filler	The gardener's son won a scholarship, so he	4
45	that he needed to shop for groceries. 	filler	filler	When Frank woke up, he remembered	5
45	the clock for completing her work. 	filler	filler	Annabelle was generally against	6
45	had won many awards. 	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	7
45	person is shot. 	filler	filler_14	Every 20 minutes in the US a	8
45	became an overnight success.	SC_RC	CRITICAL_3	The declaration that the famous surgeon who the patient	9
45	chance, I will take it.	filler	filler_3	If I ever get another	10
45	took on a world adventure, had a wonderful time!  	SC_RC	CRITICAL_0	The report that the taxi driver who the tourist	11
45	was known to be a problem, this time was amicable. 	RC_RC_an	3_RC_RC_an	The waiter who the customer who	12
45	grazing in the fields.	filler	filler_27	The horses ran down the hill to the barn before	13
45	was announced to be. 	SC_RC	CRITICAL_4	The disclosure that the military commander who the president	14
45	was first in line. 	sub_ext_RC	2_sub_ext_RC	The voter who	15
45	arrives earliest in the office. 	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	16
45	won the race. 	sub_ext_RC	5_sub_ext_RC	The jockey who	17
45	announcer did not expect, won this years game. 	obj_ext_RC	5_obj_ext_RC	The bowler who the	18
45	dressed as a clock, won this years race. 	SC_RC	CRITICAL_2	The admission that the marathon runner who the psychiatrist	19
45	discuss the new magazine article.	filler	filler_24	The aviators gathered together at the library to	20
45	was in charge of overseeing the park.	sub_ext_RC	4_sub_ext_RC	The ranger who	21
45	repeated stole from, was nervous of the new range of books they had ordered. 	SC_RC	CRITICAL_8	The assumption that the angry bookseller who the thief	22
45	animals liked, is our favourite veterinarian. 	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	23
45	saved, was her own mother. 	SC_RC	CRITICAL_6	The realization that the courageous lifesaver who the swimmer	24
45	eat all of your dinner, you get no dessert! 	filler	filler_6	If you don't	25
45	succeeded in catching was caught red handed. 	SC_RC	CRITICAL_1	The story that the alleged criminal who the officer	26
45	was admired by everyone, was also the village Doctor. 	RC_RC_an	1_RC_RC_an	The reporter who the professor who	27
45	became friends with, was in fact her long lost cousin. 	SC_RC	CRITICAL_9	The inkling that the odd neighbor who the woman	28
45	their recent concert. 	filler	filler_34	The choir made a lot of noise in the back of the bus after	29
45	which are wonderful for all the family to enjoy. 	filler	filler_5	Outdoor games and picnics	30
45	contacted, was indeed not to be trusted. 	SC_RC	CRITICAL_7	The assertion that the shady trader who the businessman	31
45	thought they might have been known was incorrect. 	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	32
45	solicitor preferred, didn't work on a Monday. 	obj_ext_RC	4_obj_ext_RC	The paralegal who the	33
45	stolen her lunch from the fridge. 	filler	filler_12	Carl admitted to Larissa the he had	34
45	had short red  hair, was a smash hit. 	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	35
45	didnt know, was surprising. We thought everyone knew them! 	SC_RC	CRITICAL_11	The fact that the marketing whiz who the artist	36
45	thought about what to write. 	filler	filler_29	She drummed her fingers against the table as she	37
45	preferred to see, wasnt in the office that day was disappointing news. 	SC_RC	CRITICAL_5	The confirmation that the office clerk who the customer	38
45	ask how her day had been and to make plans for lunch at the weekend. 	filler	filler_40	The old man phoned his younger sister to	39
45	suspected, was correct. They were looking for the right person. 	SC_RC	CRITICAL_10	The belief that the violent extremist who the agent	40
45	years ago, was a quote from the Gettysburg Address. 	filler	filler_16	Four score and seven	41
45	padded flock jacket he was wearing. 	filler	filler_35	The lumberjack sweated under the	42
46	he had forgotten to take out the rubbish bins for collection.	filler	filler	When Frank woke up, he remembered	4
46	threw a party in celebration.	filler	filler	The gardener's son won a scholarship, so he	5
46	vaccines and protested strongly against them.	filler	filler	Annabelle was generally against	6
46	rescued, was indeed the missing child from the news.	SC_RC	CRITICAL_5	The confirmation that the frightened child who the medic	7
46	leaked the story to.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	8
46	regretted her decision.	sub_ext_RC	2_sub_ext_RC	The voter who	9
46	was seeing.	SC_RC	CRITICAL_1	The story that the college student who the professor	10
46	rescued the monkey cub, nursed it to full health.	sub_ext_RC	4_sub_ext_RC	The ranger who	11
46	stole from.	SC_RC	CRITICAL_7	The assertion that the angry bookseller who the thief	12
46	cancer.	filler	filler_12	Carl admitted to Larissa the he had	13
46	life coached, was a murderer, was seeming to make sense.	SC_RC	CRITICAL_8	The assumption that the aspiring entrepreneur who the philanthropist	14
46	inform her he was visiting later that night.	filler	filler_40	The old man phoned his younger sister to	15
46	long suspected of being a paedophile, did indeed confirm their suspicions.	SC_RC	CRITICAL_0	The report that the old preacher who the parishioners	16
46	fell off from his horse, had succumbed to his injuries.	sub_ext_RC	5_sub_ext_RC	The jockey who	17
46	child dies of impoverishment.	filler	filler_14	Every 20 minutes in the US a	18
46	long suspected of being a serial killer, was indeed a twisted human.	SC_RC	CRITICAL_6	The realization that the odd neighbor who the woman	19
46	dog took an affection to, could not save its life.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	20
46	was in a secret relationship, totally dismissed the juror during court precedings.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	21
46	fell in love with, was indeed a criminal, drew her even more to him.	SC_RC	CRITICAL_4	The disclosure that the cunning trickster who the woman	22
46	discuss the design of the new airplane.	filler	filler_24	The aviators gathered together at the library to	23
46	it began to rain heavily.	filler	filler_27	The horses ran down the hill to the barn before	24
46	are not a good fit.	filler	filler_5	Outdoor games and picnics	25
46	ran over, were related blew everyone's minds.	SC_RC	CRITICAL_2	The admission that the injured victims who the criminal	26
46	piercing sun.	filler	filler_35	The lumberjack sweated under the	27
46	feeding bot lane in my league of legends games, I will lose yet another account.	filler	filler_3	If I ever get another	28
46	had memorized for the last week, was no longer the ballad for the final scene of the play.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	29
46	had just met, murdered the tourist was crazy.	SC_RC	CRITICAL_10	The belief that the taxi driver who the tourist	30
46	look both ways when crossing the road, you may get run over.	filler	filler_6	If you don't	31
46	designed in his spare time, was being presented to the rest of the department with pride.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	32
46	showed signs of impatience with, completely lost it when a dish was incorrectly flavoured.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	33
46	judge took a liking to, had just started her new position.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	34
46	make a contract with, was no longer valid.	SC_RC	CRITICAL_3	The declaration that the young violinist who the sponsors	35
46	batsman had hit with the cricket ball had collapsed in a heap.	obj_ext_RC	5_obj_ext_RC	The bowler who the	36
46	had spent the best part of a year writing, was lost all of a sudden.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	37
46	tormented, secretly enjoyed being beaten up.	SC_RC	CRITICAL_11	The fact that the ambitious student who the bully	38
46	is equal to 87.	filler	filler_16	Four score and seven	39
46	the performance.	filler	filler_34	The choir made a lot of noise in the back of the bus after	40
46	thought of her next steps to hide the body.	filler	filler_29	She drummed her fingers against the table as she	41
46	was in a relationship with, spread like wildfire amongst the students.	SC_RC	CRITICAL_9	The inkling that the school principal who the teacher	42
47	that he needed to buy milk from the shop.	filler	filler	When Frank woke up, he remembered	4
47	the persecution of ethnic minorities.	filler	filler	Annabelle was generally against	5
47	never thought he'd be successful was turned into a blockbuster movie.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	7
47	fell from his horse at Aintree died later that day in hospital.	sub_ext_RC	5_sub_ext_RC	The jockey who	8
47	hated, turned out to be right all along.	SC_RC	CRITICAL_9	The inkling that the old preacher who the parishioners	9
47	never had any confidence, become the number one song in the UK.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	10
47	personally appointed, had no military experience didn't stop him fro doing an excellent job.	SC_RC	CRITICAL_11	The fact that the military commander who the president	11
47	lawyer thought would be successful, decided to leave the law profession	obj_ext_RC	4_obj_ext_RC	The paralegal who the	13
47	attacked were going to die, affected the verdict.	SC_RC	CRITICAL_6	The realization that the injured victims who the criminal	14
47	apologise for the night before	filler	filler_40	The old man phoned his younger sister to	15
47	gun is fired.	filler	filler_14	Every 20 minutes in the US a	16
47	supported, would go on to be successful, was finally validated.	SC_RC	CRITICAL_10	The belief that the young violinist who the sponsors	17
47	can't complete this - too many 'who'	RC_RC_an	3_RC_RC_an	The waiter who the customer who	18
47	was rude to, was full of profanities.	SC_RC	CRITICAL_4	The disclosure that the angry bookseller who the thief	19
47	are great in the summer.	filler	filler_5	Outdoor games and picnics	20
47	was attracted to, turned out to be correct.	SC_RC	CRITICAL_8	The assumption that the courageous lifesaver who the swimmer	21
47	was very ill still managed to vote.	sub_ext_RC	2_sub_ext_RC	The voter who	22
47	blazing sun.	filler	filler_35	The lumberjack sweated under the	23
47	choir practise.	filler	filler_34	The choir made a lot of noise in the back of the bus after	24
47	batsman hated, managed to get him out.	obj_ext_RC	5_obj_ext_RC	The bowler who the	25
47	respected was very upsetting.	SC_RC	CRITICAL_1	The story that the leading man who the starlet	26
47	lunch.	filler	filler_27	The horses ran down the hill to the barn before	27
47	of the US government was chasing, was factually inaccurate	SC_RC	CRITICAL_7	The assertion that the violent extremist who the agent	28
47	chance, I will do better.	filler	filler_3	If I ever get another	29
47	feelings for her.	filler	filler_12	Carl admitted to Larissa the he had	30
47	suspected, only added to his negative opinion.	SC_RC	CRITICAL_3	The declaration that the mad scientist who the mayor	31
47	years ago.	filler	filler_16	Four score and seven	32
47	had cancer, was priceless.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	33
47	was lost, easily survived 7 nights in the woods.	sub_ext_RC	4_sub_ext_RC	The ranger who	34
47	victimized had died, sent the bully into am downward spiral and he committed suicide.	SC_RC	CRITICAL_0	The report that the ambitious student who the bully	35
47	community respected, saved the life of a dog.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	36
47	Too many 'who' words	RC_RC_an	1_RC_RC_an	The reporter who the professor who	37
47	suspected, was corrupt came as a surprise to no-one	SC_RC	CRITICAL_5	The confirmation that the conservative senator who the diplomat	38
47	waited impatiently. 	filler	filler_29	She drummed her fingers against the table as she	39
47	discuss this issue.	filler	filler_24	The aviators gathered together at the library to	40
47	paid, had completed a poor job was not surprising.	SC_RC	CRITICAL_2	The admission that the shady trader who the businessman	41
47	ask you won't get.	filler	filler_6	If you don't	42
48	that he hadn't washed the dishes from last night.	filler	filler	When Frank woke up, he remembered	4
48	took a chemistry course at Oxford university.	filler	filler	The gardener's son won a scholarship, so he	5
48	fox hunting.	filler	filler	Annabelle was generally against	6
48	painted was American was incorrect.	SC_RC	CRITICAL_8	The assumption that the famous sculptor who the painter	7
48	wrote his autobiography wrote with, had been passed down from his father.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	8
48	the thunderstorm began.	filler	filler_27	The horses ran down the hill to the barn before	9
48	had spoke to at the start of the race had cheated came from the psychiatrist.	SC_RC	CRITICAL_5	The confirmation that the marathon runner who the psychiatrist	10
48	heat of the sun.	filler	filler_35	The lumberjack sweated under the	11
48	listened to the music.	filler	filler_29	She drummed her fingers against the table as she	12
48	rarely spoke to was mad came from the womans' husband.	SC_RC	CRITICAL_7	The assertion that the odd neighbor who the woman	13
48	pet it would be from a rescue center.	filler	filler_3	If I ever get another	14
48	spoke to was an ex Oxford student was wrong.	SC_RC	CRITICAL_11	The fact that the savvy politician who the banker	15
48	argued with had only served the food not cooked it.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	16
48	complained about was indeed correct.	SC_RC	CRITICAL_0	The report that the successful CEO who the employee	17
48	judge stated had done a good job had in fact stolen her ideas from a colleague.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	18
48	watch the pennies the pounds won't look after themselves.	filler	filler_6	If you don't	20
48	had thumped was actually the bully themselves came as a shock.	SC_RC	CRITICAL_4	The disclosure that the ambitious student who the bully	21
48	copy of Times magazine is read.	filler	filler_14	Every 20 minutes in the US a	22
48	had spent a year writing, had somehow been eaten by the dog.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	23
48	posed for a photo with, was having an affair was correct.	SC_RC	CRITICAL_1	The story that the military commander who the president	24
48	saw the rare bird, got a mention in a local newspaper.	sub_ext_RC	4_sub_ext_RC	The ranger who	25
48	had won the award was trying to meet up to do an article on him.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	26
48	are the best part about summer.	filler	filler_5	Outdoor games and picnics	27
48	had fallen in love with, was single, was wrong.	SC_RC	CRITICAL_10	The belief that the famous surgeon who the patient	28
48	was married to an old school friend was made for her.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	29
48	team always picked was the best bowler on the team.	obj_ext_RC	5_obj_ext_RC	The bowler who the	30
48	tell her the bad news.	filler	filler_40	The old man phoned his younger sister to	31
48	had not stopped chewing gum throughout the trial, finally snapped.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	32
48	rhymes with eleven.	filler	filler_16	Four score and seven	33
48	after years of voting decided that no party represented him, stopped voting.	sub_ext_RC	2_sub_ext_RC	The voter who	34
48	stole from, that he could go out of business was correct.	SC_RC	CRITICAL_3	The declaration that the angry bookseller who the thief	35
48	been having an affair for the past two years.	filler	filler_12	Carl admitted to Larissa the he had	36
48	had previously portrayed as a decent person came as a shock.	SC_RC	CRITICAL_6	The realization that the suspected mobster who the media	37
48	having a few drinks after practise.	filler	filler_34	The choir made a lot of noise in the back of the bus after	38
48	discuss the upcoming air display.	filler	filler_24	The aviators gathered together at the library to	39
48	had worked for, was not going to pay was true.	SC_RC	CRITICAL_9	The inkling that the shady trader who the businessman	40
48	won the Derby on his first ride was beyond happy.	sub_ext_RC	5_sub_ext_RC	The jockey who	41
48	gang had hurt, were undercover policemen was a surprise.	SC_RC	CRITICAL_2	The admission that the injured victims who the criminal	42
49	he had to go to work that evening.	filler	filler	When Frank woke up, he remembered	4
49	took him out for dinner.	filler	filler	The gardener's son won a scholarship, so he	5
49	any form of prejudice.	filler	filler	Annabelle was generally against	6
49	chance I swear i'll do better.	filler	filler_3	If I ever get another	7
49	looked after.	SC_RC	CRITICAL_5	The confirmation that the aspiring entrepreneur who the philanthropist	8
49	had written it was handed to a publisher.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	9
49	couldnt trust.	SC_RC	CRITICAL_9	The inkling that the cunning trickster who the woman	10
49	receptionist felt she couldn't trust.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	11
49	looked after park was proud of her job.	sub_ext_RC	4_sub_ext_RC	The ranger who	12
49	he didn't trust complained about his dinner.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	13
49	the rain started to fall.	filler	filler_27	The horses ran down the hill to the barn before	14
49	was helping was so close to breaking world records.	SC_RC	CRITICAL_6	The realization that the marathon runner who the psychiatrist	15
49	human eats a burger.	filler	filler_14	Every 20 minutes in the US a	16
49	had arrested was in no way linked to any previous crimes.	SC_RC	CRITICAL_11	The fact that the alleged criminal who the officer	17
49	ask you won't know.	filler	filler_6	If you don't	18
49	consuming several bottles of wine.	filler	filler_34	The choir made a lot of noise in the back of the bus after	19
49	which his current story was about was interested in his life.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	20
49	had known in his childhood, shocked the locals to the core.	SC_RC	CRITICAL_4	The disclosure that the mad scientist who the mayor	21
49	complain about his job.	filler	filler_40	The old man phoned his younger sister to	22
49	years ago, I was born.	filler	filler_16	Four score and seven	23
49	contemplated the futile nature of life.	filler	filler_29	She drummed her fingers against the table as she	24
49	been having an affair with a work colleague.	filler	filler_12	Carl admitted to Larissa the he had	25
49	had a crush on, was all true.	SC_RC	CRITICAL_0	The report that the leading man who the starlet	26
49	captain dropped for the last test has sworn he'll will return to the side.	obj_ext_RC	5_obj_ext_RC	The bowler who the	27
49	had personally requested operate on her.	SC_RC	CRITICAL_3	The declaration that the famous surgeon who the patient	28
49	wrote the original version, had stormed to the top of the charts.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	29
49	had trusted with all his work was actually a fraud.	SC_RC	CRITICAL_10	The belief that the marketing whiz who the artist	30
49	won the grand national declared he could retire a happy man.	sub_ext_RC	5_sub_ext_RC	The jockey who	31
49	midday sun as he worked his fingers to the bone.	filler	filler_35	The lumberjack sweated under the	32
49	he sworn he had seen at the casion the night before was denying it was him.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	33
49	had no respect for was that he had similar ambitions to most.	SC_RC	CRITICAL_8	The assumption that the ambitious student who the bully	34
49	are currenlty the best ways to spend time with friends and loved ones.	filler	filler_5	Outdoor games and picnics	35
49	see what the real truth was.	filler	filler_24	The aviators gathered together at the library to	36
49	had seen acted strangely on a regukar basis.	SC_RC	CRITICAL_2	The admission that the odd neighbor who the woman	37
49	client knew from childhood, promised they would do anything to help the case.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	38
49	had suspected for a long time, turned out to be fake.	SC_RC	CRITICAL_1	The story that the shady trader who the businessman	39
49	spent her entire life voting for one party was considering changing her views.	sub_ext_RC	2_sub_ext_RC	The voter who	40
49	had seen taking drugs, meant that he wasn't fit for the role.	SC_RC	CRITICAL_7	The assertion that the conservative senator who the diplomat	41
49	kept pigs, had been kept open and the pigs had escaped.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	42
50	Animal cruelty of any kind	filler	filler	Annabelle was generally against	4
50	he had left the door unlocked	filler	filler	When Frank woke up, he remembered	5
50	printed business cards to hand out to all of his friends	filler	filler	The gardener's son won a scholarship, so he	6
50	farted	filler	filler_12	Carl admitted to Larissa the he had	7
50	married and lived a lie with, shocked her.	SC_RC	CRITICAL_3	The declaration that the violent extremist who the agent	8
50	kid gets fat	filler	filler_14	Every 20 minutes in the US a	9
50	was lost, came to light.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	10
50	kicked last week when they were waiting outside of asda, failed to stand up in court.	SC_RC	CRITICAL_0	The report that the odd neighbor who the woman	11
