condition	correct_answer	given_answer	item	rating	sentence	slide_number	workerid
filler	NA	NA	filler	2	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	19	69
filler	N	Y	filler	1	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	20	69
filler	NA	NA	filler	1	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	21	69
filler	Y	Y	filler	2	The librarian delivered the books with many photographs to the building which depicted horses.	22	69
filler	Y	N	filler	4	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	23	69
0	NA	NA	12	1	The inkling that the college student who the professor accused of cheating was dropping the class made the professor happy.	24	69
filler	NA	NA	filler	3	The activist petitioned the sponsor about the bill who was speaking out against immigration.	25	69
filler	NA	NA	filler	2	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	26	69
0	NA	NA	9	1	The suggestion that the school principal who the teacher had an affair with had been fired was quoted in the newspaper.	27	69
filler	NA	NA	filler	4	The critic complimented the director about the play who was asked to write the screenplay.	28	69
filler	NA	NA	filler	2	The officer cautioned the driver about the explorer who was talking on the phone while driving.	29	69
filler	N	Y	filler	2	The delivery man left the package with two labels on the porch which were printed with an address.	30	69
0	NA	NA	4	2	The information that the conservative senator who the diplomat opposed in the election won in the run-off really made him angry.	31	69
0	NA	NA	16	1	The news that the alleged criminal who the officer arrested after the murder was not in fact guilty was entirely bogus.	32	69
2	NA	NA	19	3	The declaration that the old preacher who the parishioners fired yesterday proved to be true.	33	69
filler	NA	NA	filler	2	The reporter interviewed the actors about the movie.	34	69
filler	Y	Y	filler	1	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	35	69
filler	NA	NA	filler	2	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	36	69
filler	NA	NA	filler	3	The professor said that the student that the committee that was visiting picked would present at the conference.	37	69
2	NA	NA	14	1	The idea that the successful CEO who the employee impressed with his enthusiam was entirely correct.	38	69
filler	NA	NA	filler	2	The salesman called the buyer about the rifle who was looking for antiques from the war.	39	69
filler	NA	NA	filler	3	The republican challenged the president about the nation who was elected by the left-wing opposition.	40	69
filler	Y	N	filler	2	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	41	69
filler	N	N	filler	2	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	42	69
2	NA	NA	5	4	The evidence that the marathon runner who the psychiatrist treated for his illness was ridiculous.	43	69
2	NA	NA	13	2	The suspicion that the leading man who the starlet fell in love with almost made her cry.	44	69
0	NA	NA	6	3	The reminder that the famous sculptor who the painter admired more than anyone wasn't talented was completely untrue.	45	69
2	NA	NA	8	4	The thought that the office clerk who the customer called on the phone seemed absurd.	46	69
filler	NA	NA	filler	3	The sportscaster interviewed the captain about the team who was leading his team to the championship.	47	69
2	NA	NA	17	2	The proof that the suspected mobster who the media portrayed in detail turned out to be true.	48	69
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	49	69
filler	Y	Y	filler	2	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	50	69
2	NA	NA	7	3	The rumor that the military commander who the president appointed last month troubled people.	51	69
filler	N	Y	filler	4	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	52	69
filler	NA	NA	filler	3	The homeowner consulted the architect about the house who was worried about being behind schedule.	53	69
filler	Y	Y	filler	1	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	54	69
filler	N	N	filler	2	The two children walked slowly in front of their mother as they gradually approached the playground.	55	69
2	NA	NA	3	2	The confirmation that the famous surgeon who the patient accused of malpractice was not a surprise.	56	69
2	NA	NA	0	4	The report that the shady trader who the businessman consulted for advice was confirmed.	57	69
filler	NA	NA	filler	2	The neighbor approached the owner about the dog who was building a doghouse over the property line.	58	69
0	NA	NA	15	2	The claim that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	59	69
filler	NA	NA	filler	3	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	60	69
filler	N	N	filler	1	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	61	69
filler	NA	NA	filler	2	The host complimented the author about the book who was being interviewed on all the talk shows.	62	69
filler	Y	Y	filler	3	The board of directors announced that the business acquisition strategy was proceeding as planned.	63	69
filler	N	N	filler	3	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	64	69
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	65	69
0	NA	NA	18	2	The admission that the young violinist who the sponsors backed financially abused drugs is likely true.	66	69
filler	NA	NA	filler	1	The chairman consulted the executive about the company who was playing golf at the country club.	67	69
0	NA	NA	11	3	The belief that the injured victims who the criminal had assaulted were going to survive calmed everyone down.	68	69
filler	NA	NA	filler	2	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	69	69
filler	Y	N	filler	1	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	70	69
filler	Y	N	filler	2	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	71	69
filler	N	Y	filler	1	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	72	69
filler	Y	N	filler	2	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	73	69
filler	NA	NA	filler	1	The reporter approached the victim about the attack who was injured by the suicide bomber.	74	69
filler	N	N	filler	5	The florist sent the flowers on the table to the boy that were very expensive.	7	70
filler	NA	NA	filler	2	The principal criticized the instructors for the program.	8	70
filler	NA	NA	filler	5	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	9	70
2	NA	NA	1	5	The story that the injured victims who the criminal had assaulted calmed everyone down.	10	70
filler	N	N	filler	4	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	11	70
filler	Y	Y	filler	4	The team decided that the strategy that the visitors from Arkansas that were known to be troublemakers had used to win the tournament was a form of cheating.	12	70
2	NA	NA	11	5	The belief that the office clerk who the customer called on the phone seemed absurd.	13	70
filler	NA	NA	filler	5	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	14	70
filler	N	N	filler	1	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	15	70
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	16	70
0	NA	NA	10	5	The revelation that the successful CEO who the employee impressed with his enthusiam wanted to retire was entirely correct.	17	70
filler	N	N	filler	1	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	18	70
filler	NA	NA	filler	5	The critic complimented the director about the play who was asked to write the screenplay.	19	70
filler	NA	NA	filler	4	The homeowner consulted the architect about the house who was worried about being behind schedule.	20	70
2	NA	NA	9	5	The suggestion that the college student who the professor accused of cheating made the professor happy.	21	70
filler	NA	NA	filler	4	The sportscaster interviewed the captain about the team who was leading his team to the championship.	22	70
filler	Y	Y	filler	1	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	23	70
filler	N	N	filler	1	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	24	70
filler	NA	NA	filler	4	The neighbor approached the owner about the dog who was building a doghouse over the property line.	25	70
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	26	70
filler	N	N	filler	1	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	27	70
filler	NA	NA	filler	4	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	28	70
filler	NA	NA	filler	2	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	29	70
filler	N	N	filler	4	The delivery man left the package with two labels on the porch which were printed with an address.	30	70
0	NA	NA	7	5	The rumor that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	31	70
filler	NA	NA	filler	2	The officer cautioned the driver about the explorer who was talking on the phone while driving.	32	70
2	NA	NA	16	5	The news that the conservative senator who the diplomat opposed in the election really made him angry.	33	70
filler	NA	NA	filler	4	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	34	70
0	NA	NA	3	4	The confirmation that the young violinist who the sponsors backed financially abused drugs is likely true.	35	70
filler	Y	Y	filler	5	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	36	70
2	NA	NA	2	5	The disclosure that the military commander who the president appointed last month troubled people.	37	70
filler	NA	NA	filler	4	The professor said that the student that the committee that was visiting picked would present at the conference.	38	70
filler	NA	NA	filler	3	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	39	70
filler	NA	NA	filler	5	The chairman consulted the executive about the company who was playing golf at the country club.	40	70
0	NA	NA	8	3	The thought that the violent extremist who the agent had just tracked down was going to get an award was disconcerting.	41	70
filler	NA	NA	filler	4	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	42	70
filler	NA	NA	filler	5	The host complimented the author about the book who was being interviewed on all the talk shows.	43	70
2	NA	NA	5	4	The evidence that the savvy politician who the banker gave thousands of dollars came as a shock to his supporters.	44	70
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	45	70
filler	Y	Y	filler	5	The librarian delivered the books with many photographs to the building which depicted horses.	46	70
0	NA	NA	13	3	The suspicion that the suspected mobster who the media portrayed in detail was on the run turned out to be true.	47	70
filler	NA	NA	filler	2	The counselor consoled the students about the competition.	48	70
2	NA	NA	6	5	The reminder that the old preacher who the parishioners fired yesterday proved to be true.	49	70
filler	N	N	filler	5	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	50	70
2	NA	NA	18	4	The admission that the leading man who the starlet fell in love with almost made her cry.	51	70
filler	NA	NA	filler	4	The reporter approached the victim about the attack who was injured by the suicide bomber.	52	70
filler	NA	NA	filler	1	The student petitioned the professors regarding the course.	53	70
0	NA	NA	14	3	The idea that the shady trader who the businessman consulted for advice acted on insider information was confirmed.	54	70
2	NA	NA	12	5	The inkling that the marketing whiz who the artist had hired shocked everyone.	55	70
filler	Y	Y	filler	3	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	56	70
filler	Y	Y	filler	1	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	57	70
filler	NA	NA	filler	3	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	58	70
filler	NA	NA	filler	3	The principal questioned the member about the clique who was mouthing off to teachers.	59	70
0	NA	NA	19	5	The declaration that the marathon runner who the psychiatrist treated for his illness was actually doping was ridiculous.	60	70
filler	Y	Y	filler	5	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	61	70
0	NA	NA	4	3	The information that the famous surgeon who the patient accused of malpractice had a fake degree was not a surprise.	62	70
filler	NA	NA	filler	4	The republican challenged the president about the nation who was elected by the left-wing opposition.	63	70
0	NA	NA	17	4	The proof that the alleged criminal who the officer arrested after the murder was not in fact guilty was entirely bogus.	64	70
filler	Y	Y	filler	5	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	65	70
2	NA	NA	15	4	The claim that the school principal who the teacher had an affair with was quoted in the newspaper.	66	70
0	NA	NA	0	4	The report that the famous sculptor who the painter admired more than anyone wasn't talented was completely untrue.	67	70
filler	N	N	filler	1	The two children walked slowly in front of their mother as they gradually approached the playground.	68	70
filler	NA	NA	filler	3	The activist petitioned the sponsor about the bill who was speaking out against immigration.	69	70
filler	Y	Y	filler	1	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	70	70
filler	Y	Y	filler	1	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	71	70
filler	NA	NA	filler	4	The parent called the teacher about the class who was giving bad grades to foreign students.	72	70
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	73	70
filler	NA	NA	filler	4	The salesman called the buyer about the rifle who was looking for antiques from the war.	74	70
filler	NA	NA	filler	3	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	7	71
filler	N	N	filler	3	The florist sent the flowers on the table to the boy that were very expensive.	8	71
filler	NA	NA	filler	1	The principal criticized the instructors for the program.	9	71
filler	Y	Y	filler	2	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	10	71
filler	N	N	filler	4	The delivery man left the package with two labels on the porch which were printed with an address.	11	71
filler	NA	NA	filler	4	The chairman consulted the executive about the company who was playing golf at the country club.	12	71
0	NA	NA	0	2	The report that the school principal who the teacher had an affair with had been fired was quoted in the newspaper.	13	71
2	NA	NA	14	3	The idea that the frightened child who the medic rescued from the flood relieved everyone.	14	71
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	15	71
filler	NA	NA	filler	2	The critic complimented the director about the play who was asked to write the screenplay.	16	71
0	NA	NA	6	2	The reminder that the violent extremist who the agent had just tracked down was going to get an award was disconcerting.	17	71
filler	Y	Y	filler	3	The team decided that the strategy that the visitors from Arkansas that were known to be troublemakers had used to win the tournament was a form of cheating.	18	71
filler	NA	NA	filler	3	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	19	71
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	20	71
filler	NA	NA	filler	1	The student petitioned the professors regarding the course.	21	71
2	NA	NA	3	3	The confirmation that the suspected mobster who the media portrayed in detail turned out to be true.	22	71
2	NA	NA	7	2	The rumor that the successful CEO who the employee impressed with his enthusiam was entirely correct.	23	71
2	NA	NA	10	4	The revelation that the injured victims who the criminal had assaulted calmed everyone down.	24	71
filler	NA	NA	filler	2	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	25	71
filler	NA	NA	filler	2	The activist petitioned the sponsor about the bill who was speaking out against immigration.	26	71
filler	NA	NA	filler	3	The homeowner consulted the architect about the house who was worried about being behind schedule.	27	71
filler	NA	NA	filler	3	The neighbor approached the owner about the dog who was building a doghouse over the property line.	28	71
2	NA	NA	16	2	The news that the leading man who the starlet fell in love with almost made her cry.	29	71
filler	Y	Y	filler	1	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	30	71
0	NA	NA	19	3	The declaration that the alleged criminal who the officer arrested after the murder was not in fact guilty was entirely bogus.	31	71
filler	N	N	filler	3	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	32	71
0	NA	NA	17	2	The proof that the famous surgeon who the patient accused of malpractice had a fake degree was not a surprise.	33	71
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	34	71
filler	N	N	filler	1	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	35	71
filler	Y	Y	filler	2	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	36	71
filler	NA	NA	filler	3	The salesman called the buyer about the rifle who was looking for antiques from the war.	37	71
filler	NA	NA	filler	2	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	38	71
0	NA	NA	15	2	The claim that the conservative senator who the diplomat opposed in the election won in the run-off really made him angry.	39	71
filler	Y	Y	filler	1	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	40	71
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	41	71
filler	NA	NA	filler	2	The officer cautioned the driver about the explorer who was talking on the phone while driving.	42	71
2	NA	NA	1	3	The story that the old preacher who the parishioners fired yesterday proved to be true.	43	71
2	NA	NA	13	3	The suspicion that the shady trader who the businessman consulted for advice was confirmed.	44	71
filler	Y	Y	filler	1	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	45	71
2	NA	NA	8	3	The thought that the young violinist who the sponsors backed financially is likely true.	46	71
0	NA	NA	5	2	The evidence that the military commander who the president appointed last month was pushing for war troubled people.	47	71
filler	Y	Y	filler	3	The librarian delivered the books with many photographs to the building which depicted horses.	48	71
filler	N	N	filler	1	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	49	71
filler	NA	NA	filler	3	The host complimented the author about the book who was being interviewed on all the talk shows.	50	71
filler	NA	NA	filler	3	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	51	71
2	NA	NA	18	2	The admission that the famous sculptor who the painter admired more than anyone was completely untrue.	52	71
filler	N	N	filler	1	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	53	71
2	NA	NA	4	3	The information that the savvy politician who the banker gave thousands of dollars came as a shock to his supporters.	54	71
filler	N	N	filler	2	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	55	71
filler	Y	Y	filler	5	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	56	71
filler	N	N	filler	1	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	57	71
0	NA	NA	2	4	The disclosure that the marathon runner who the psychiatrist treated for his illness was actually doping was ridiculous.	58	71
filler	N	N	filler	2	The two children walked slowly in front of their mother as they gradually approached the playground.	59	71
filler	NA	NA	filler	3	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	60	71
0	NA	NA	12	3	The inkling that the marketing whiz who the artist had hired was a fraud shocked everyone.	61	71
filler	NA	NA	filler	4	The republican challenged the president about the nation who was elected by the left-wing opposition.	62	71
0	NA	NA	9	2	The suggestion that the office clerk who the customer called on the phone was a super hero seemed absurd.	63	71
filler	NA	NA	filler	4	The parent called the teacher about the class who was giving bad grades to foreign students.	64	71
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	65	71
filler	NA	NA	filler	2	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	66	71
filler	NA	NA	filler	2	The principal questioned the member about the clique who was mouthing off to teachers.	67	71
filler	NA	NA	filler	3	The reporter approached the victim about the attack who was injured by the suicide bomber.	68	71
filler	Y	Y	filler	4	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	69	71
filler	NA	NA	filler	3	The sportscaster interviewed the captain about the team who was leading his team to the championship.	70	71
filler	NA	NA	filler	3	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	71	71
filler	NA	NA	filler	4	The professor said that the student that the committee that was visiting picked would present at the conference.	72	71
0	NA	NA	11	2	The belief that the college student who the professor accused of cheating was dropping the class made the professor happy.	73	71
filler	Y	Y	filler	3	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	74	71
filler	N	N	filler	2	The florist sent the flowers on the table to the boy that were very expensive.	7	72
filler	NA	NA	filler	2	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	8	72
filler	NA	NA	filler	1	The principal criticized the instructors for the program.	9	72
filler	Y	Y	filler	3	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	10	72
filler	NA	NA	filler	2	The critic complimented the director about the play who was asked to write the screenplay.	11	72
filler	Y	Y	filler	4	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	12	72
filler	NA	NA	filler	2	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	13	72
filler	NA	NA	filler	3	The republican challenged the president about the nation who was elected by the left-wing opposition.	14	72
2	NA	NA	5	2	The evidence that the violent extremist who the agent had just tracked down was disconcerting.	15	72
filler	NA	NA	filler	3	The professor said that the student that the committee that was visiting picked would present at the conference.	16	72
filler	N	N	filler	2	The delivery man left the package with two labels on the porch which were printed with an address.	17	72
filler	NA	NA	filler	2	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	18	72
filler	NA	NA	filler	4	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	19	72
filler	NA	NA	filler	2	The neighbor approached the owner about the dog who was building a doghouse over the property line.	20	72
0	NA	NA	1	5	The story that the office clerk who the customer called on the phone was a super hero seemed absurd.	21	72
0	NA	NA	11	4	The belief that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	22	72
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	23	72
filler	NA	NA	filler	4	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	24	72
filler	NA	NA	filler	3	The host complimented the author about the book who was being interviewed on all the talk shows.	25	72
0	NA	NA	2	4	The disclosure that the shady trader who the businessman consulted for advice acted on insider information was confirmed.	26	72
filler	NA	NA	filler	4	The officer cautioned the driver about the explorer who was talking on the phone while driving.	27	72
filler	N	N	filler	2	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	28	72
filler	NA	NA	filler	2	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	29	72
2	NA	NA	16	1	The news that the old preacher who the parishioners fired yesterday proved to be true.	30	72
filler	Y	Y	filler	5	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	31	72
filler	N	N	filler	1	The two children walked slowly in front of their mother as they gradually approached the playground.	32	72
filler	NA	NA	filler	4	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	33	72
2	NA	NA	12	4	The inkling that the famous sculptor who the painter admired more than anyone was completely untrue.	34	72
0	NA	NA	7	3	The rumor that the successful CEO who the employee impressed with his enthusiam wanted to retire was entirely correct.	35	72
filler	Y	Y	filler	1	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	36	72
0	NA	NA	13	2	The suspicion that the famous surgeon who the patient accused of malpractice had a fake degree was not a surprise.	37	72
filler	NA	NA	filler	2	The chairman consulted the executive about the company who was playing golf at the country club.	38	72
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	39	72
filler	NA	NA	filler	2	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	40	72
2	NA	NA	6	4	The reminder that the college student who the professor accused of cheating made the professor happy.	41	72
filler	N	N	filler	1	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	42	72
2	NA	NA	19	4	The declaration that the conservative senator who the diplomat opposed in the election really made him angry.	43	72
filler	Y	Y	filler	3	The librarian delivered the books with many photographs to the building which depicted horses.	44	72
filler	NA	NA	filler	4	The parent called the teacher about the class who was giving bad grades to foreign students.	45	72
filler	Y	Y	filler	2	The team decided that the strategy that the visitors from Arkansas that were known to be troublemakers had used to win the tournament was a form of cheating.	46	72
filler	Y	Y	filler	3	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	47	72
filler	NA	NA	filler	1	The student petitioned the professors regarding the course.	48	72
0	NA	NA	4	2	The information that the suspected mobster who the media portrayed in detail was on the run turned out to be true.	49	72
2	NA	NA	0	2	The report that the alleged criminal who the officer arrested after the murder was entirely bogus.	50	72
filler	N	N	filler	3	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	51	72
2	NA	NA	15	4	The claim that the marathon runner who the psychiatrist treated for his illness was ridiculous.	52	72
2	NA	NA	10	4	The revelation that the injured victims who the criminal had assaulted calmed everyone down.	53	72
2	NA	NA	3	3	The confirmation that the leading man who the starlet fell in love with almost made her cry.	54	72
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	55	72
0	NA	NA	14	4	The idea that the savvy politician who the banker gave thousands of dollars was laundering money came as a shock to his supporters.	56	72
filler	NA	NA	filler	3	The salesman called the buyer about the rifle who was looking for antiques from the war.	57	72
filler	NA	NA	filler	4	The homeowner consulted the architect about the house who was worried about being behind schedule.	58	72
0	NA	NA	18	2	The admission that the young violinist who the sponsors backed financially abused drugs is likely true.	59	72
filler	NA	NA	filler	3	The principal questioned the member about the clique who was mouthing off to teachers.	60	72
filler	NA	NA	filler	3	The reporter approached the victim about the attack who was injured by the suicide bomber.	61	72
filler	N	N	filler	1	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	62	72
filler	N	N	filler	1	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	63	72
filler	NA	NA	filler	3	The sportscaster interviewed the captain about the team who was leading his team to the championship.	64	72
filler	Y	Y	filler	1	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	65	72
filler	N	N	filler	1	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	66	72
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	67	72
0	NA	NA	8	3	The thought that the marketing whiz who the artist had hired was a fraud shocked everyone.	68	72
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	69	72
2	NA	NA	9	5	The suggestion that the school principal who the teacher had an affair with was quoted in the newspaper.	70	72
filler	Y	Y	filler	2	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	71	72
0	NA	NA	17	4	The proof that the military commander who the president appointed last month was pushing for war troubled people.	72	72
filler	Y	Y	filler	2	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	73	72
filler	NA	NA	filler	2	The activist petitioned the sponsor about the bill who was speaking out against immigration.	74	72
filler	NA	NA	filler	4	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	7	73
filler	NA	NA	filler	3	The principal criticized the instructors for the program.	8	73
filler	N	N	filler	5	The florist sent the flowers on the table to the boy that were very expensive.	9	73
filler	N	N	filler	2	The two children walked slowly in front of their mother as they gradually approached the playground.	10	73
filler	NA	NA	filler	3	The sportscaster interviewed the captain about the team who was leading his team to the championship.	11	73
2	NA	NA	7	4	The rumor that the conservative senator who the diplomat opposed in the election really made him angry.	12	73
2	NA	NA	19	4	The declaration that the young violinist who the sponsors backed financially is likely true.	13	73
0	NA	NA	14	2	The idea that the old preacher who the parishioners fired yesterday stole money from the church proved to be true.	14	73
filler	NA	NA	filler	4	The host complimented the author about the book who was being interviewed on all the talk shows.	15	73
filler	Y	Y	filler	5	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	16	73
filler	Y	Y	filler	1	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	17	73
filler	NA	NA	filler	4	The chairman consulted the executive about the company who was playing golf at the country club.	18	73
filler	NA	NA	filler	4	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	19	73
0	NA	NA	18	2	The admission that the violent extremist who the agent had just tracked down was going to get an award was disconcerting.	20	73
2	NA	NA	0	4	The report that the military commander who the president appointed last month troubled people.	21	73
filler	NA	NA	filler	5	The reporter approached the victim about the attack who was injured by the suicide bomber.	22	73
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	23	73
2	NA	NA	10	3	The revelation that the famous sculptor who the painter admired more than anyone was completely untrue.	24	73
filler	Y	Y	filler	1	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	25	73
0	NA	NA	6	2	The reminder that the leading man who the starlet fell in love with would miss the show almost made her cry.	26	73
0	NA	NA	8	3	The thought that the savvy politician who the banker gave thousands of dollars was laundering money came as a shock to his supporters.	27	73
filler	N	N	filler	3	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	28	73
2	NA	NA	4	3	The information that the alleged criminal who the officer arrested after the murder was entirely bogus.	29	73
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	30	73
filler	NA	NA	filler	5	The professor said that the student that the committee that was visiting picked would present at the conference.	31	73
filler	NA	NA	filler	2	The principal questioned the member about the clique who was mouthing off to teachers.	32	73
0	NA	NA	2	2	The disclosure that the marketing whiz who the artist had hired was a fraud shocked everyone.	33	73
filler	NA	NA	filler	5	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	34	73
2	NA	NA	12	5	The inkling that the marathon runner who the psychiatrist treated for his illness was ridiculous.	35	73
filler	Y	Y	filler	4	The team decided that the strategy that the visitors from Arkansas that were known to be troublemakers had used to win the tournament was a form of cheating.	36	73
filler	N	N	filler	1	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	37	73
filler	NA	NA	filler	4	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	38	73
filler	Y	Y	filler	4	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	39	73
filler	N	N	filler	3	The delivery man left the package with two labels on the porch which were printed with an address.	40	73
filler	Y	Y	filler	2	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	41	73
filler	N	N	filler	1	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	42	73
0	NA	NA	11	2	The belief that the college student who the professor accused of cheating was dropping the class made the professor happy.	43	73
