workerid	condition	item	rt	correct	word	wordInItem	Region	RegionFine	sentence	Noun	Continuation	trial	group
13	filler	Filler_26	872	yes	patient	14	NA	NA	The administrator who the nurse from the clinic supervised scolded the medic while a patient was brought into the emergency room.	NA	NA	37	238
13	filler	Filler_26	855	yes	was	15	NA	NA	The administrator who the nurse from the clinic supervised scolded the medic while a patient was brought into the emergency room.	NA	NA	37	238
13	filler	Filler_26	945	yes	brought	16	NA	NA	The administrator who the nurse from the clinic supervised scolded the medic while a patient was brought into the emergency room.	NA	NA	37	238
13	filler	Filler_26	973	yes	into	17	NA	NA	The administrator who the nurse from the clinic supervised scolded the medic while a patient was brought into the emergency room.	NA	NA	37	238
13	filler	Filler_26	875	yes	the	18	NA	NA	The administrator who the nurse from the clinic supervised scolded the medic while a patient was brought into the emergency room.	NA	NA	37	238
13	filler	Filler_26	1513	yes	emergency	19	NA	NA	The administrator who the nurse from the clinic supervised scolded the medic while a patient was brought into the emergency room.	NA	NA	37	238
13	filler	Filler_26	879	yes	room.	20	NA	NA	The administrator who the nurse from the clinic supervised scolded the medic while a patient was brought into the emergency room.	NA	NA	37	238
13	filler	Filler_10	667	yes	The	0	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	991	yes	quarterback	1	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	1022	yes	dated	2	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	1555	yes	the	3	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	1043	yes	cheerleader	4	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	958	yes	although	5	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	966	yes	this	6	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	1215	yes	hurt	7	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	1524	yes	her	8	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	1806	yes	reputation	9	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	1140	yes	around	10	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	filler	Filler_10	993	yes	school.	11	NA	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	NA	NA	46	238
13	condition_0	Critical_5	1290	yes	The	0	REGION_D0	REGION_D0	The fact was disconcerting.	fact	was_disconcerting.	47	238
13	condition_0	Critical_5	984	yes	fact	1	REGION_N0	REGION_N0	The fact was disconcerting.	fact	was_disconcerting.	47	238
13	condition_0	Critical_5	898	yes	was	2	REGION_3_0	REGION_3_0	The fact was disconcerting.	fact	was_disconcerting.	47	238
13	condition_0	Critical_5	1229	no	disconcerting.	3	REGION_3_1	REGION_3_1	The fact was disconcerting.	fact	was_disconcerting.	47	238
13	filler	Filler_1	1263	yes	The	0	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	1484	yes	mathematician	1	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	1028	yes	at	2	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	951	yes	the	3	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	1401	yes	banquet	4	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	1469	yes	baffled	5	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	870	yes	the	6	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	1695	yes	philosopher	7	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	1171	yes	although	8	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	1161	yes	she	9	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	864	yes	rarely	10	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	973	yes	needed	11	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	1513	yes	anyone	12	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	1044	yes	else's	13	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_1	942	yes	help.	14	NA	NA	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	NA	NA	19	238
13	filler	Filler_25	857	yes	The	0	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1699	yes	trainee	1	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1599	yes	knew	2	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1100	yes	that	3	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	878	yes	the	4	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1209	yes	task	5	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1055	yes	which	6	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	855	yes	the	7	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	982	yes	director	8	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	946	yes	had	9	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	931	yes	set	10	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1045	yes	for	11	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1102	yes	him	12	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1062	yes	was	13	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1650	yes	impossible	14	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1010	yes	to	15	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1081	yes	finish	16	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1095	yes	within	17	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1004	no	a	18	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_25	1771	yes	week.	19	NA	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	NA	NA	8	238
13	filler	Filler_49	1170	yes	The	0	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1630	yes	environmentalist	1	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1480	yes	who	2	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1318	yes	the	3	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1839	yes	demonstrators	4	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	2498	yes	at	5	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1921	yes	the	6	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	4230	yes	rally	7	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1118	yes	supported	8	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1864	yes	calmed	9	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1520	yes	the	10	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1172	yes	crowd	11	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1734	yes	until	12	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1105	yes	security	13	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1069	yes	came	14	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1037	yes	and	15	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1377	yes	sent	16	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1035	yes	everyone	17	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_49	1046	yes	home.	18	NA	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	NA	NA	11	238
13	filler	Filler_22	704	yes	The	0	NA	NA	The defender is constantly scolding the keeper.	NA	NA	25	238
13	filler	Filler_22	1259	yes	defender	1	NA	NA	The defender is constantly scolding the keeper.	NA	NA	25	238
13	filler	Filler_22	1150	yes	is	2	NA	NA	The defender is constantly scolding the keeper.	NA	NA	25	238
13	filler	Filler_22	1652	yes	constantly	3	NA	NA	The defender is constantly scolding the keeper.	NA	NA	25	238
13	filler	Filler_22	1991	yes	scolding	4	NA	NA	The defender is constantly scolding the keeper.	NA	NA	25	238
13	filler	Filler_22	1043	yes	the	5	NA	NA	The defender is constantly scolding the keeper.	NA	NA	25	238
13	filler	Filler_22	2423	yes	keeper.	6	NA	NA	The defender is constantly scolding the keeper.	NA	NA	25	238
13	filler	Filler_36	2628	yes	The	0	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1249	yes	surgeon	1	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1190	yes	who	2	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	988	yes	the	3	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	894	yes	detective	4	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	2073	yes	who	5	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1719	yes	was	6	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1942	yes	on	7	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1115	yes	the	8	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1187	yes	case	9	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1098	yes	consulted	10	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1680	no	questioned	11	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1032	no	the	12	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1500	no	coroner	13	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1093	yes	because	14	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1055	yes	the	15	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1207	yes	markings	16	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1613	yes	on	17	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1279	yes	the	18	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	926	yes	body	19	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1067	yes	were	20	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1332	yes	difficult	21	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1247	yes	to	22	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	filler	Filler_36	1246	yes	explain.	23	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	27	238
13	condition_2	Critical_8	771	yes	The	0	REGION_D0	REGION_D0	The guess that the surgeon shocked his colleagues was ridiculous.	guess	was_ridiculous.	31	238
13	condition_2	Critical_8	1753	yes	guess	1	REGION_N0	REGION_N0	The guess that the surgeon shocked his colleagues was ridiculous.	guess	was_ridiculous.	31	238
13	condition_2	Critical_8	1373	yes	that	2	REGION_0_0	REGION_0_0	The guess that the surgeon shocked his colleagues was ridiculous.	guess	was_ridiculous.	31	238
13	condition_2	Critical_8	1345	yes	the	3	REGION_0_1	REGION_0_1	The guess that the surgeon shocked his colleagues was ridiculous.	guess	was_ridiculous.	31	238
13	condition_2	Critical_8	1086	yes	surgeon	4	REGION_0_2	REGION_0_2	The guess that the surgeon shocked his colleagues was ridiculous.	guess	was_ridiculous.	31	238
13	condition_2	Critical_8	2343	yes	shocked	5	REGION_2_0	REGION_2_0	The guess that the surgeon shocked his colleagues was ridiculous.	guess	was_ridiculous.	31	238
13	condition_2	Critical_8	933	yes	his	6	REGION_2_1	REGION_2_1	The guess that the surgeon shocked his colleagues was ridiculous.	guess	was_ridiculous.	31	238
13	condition_2	Critical_8	1736	yes	colleagues	7	REGION_2_2	REGION_2_2	The guess that the surgeon shocked his colleagues was ridiculous.	guess	was_ridiculous.	31	238
13	condition_2	Critical_8	932	yes	was	8	REGION_3_0	REGION_3_0	The guess that the surgeon shocked his colleagues was ridiculous.	guess	was_ridiculous.	31	238
13	condition_2	Critical_8	1879	yes	ridiculous.	9	REGION_3_1	REGION_3_1	The guess that the surgeon shocked his colleagues was ridiculous.	guess	was_ridiculous.	31	238
13	condition_2	Critical_3	1160	yes	The	0	REGION_D0	REGION_D0	The disclosure that the consultant surprised the janitor shocked everyone.	disclosure	shocked_everyone.	36	238
13	condition_2	Critical_3	1584	yes	disclosure	1	REGION_N0	REGION_N0	The disclosure that the consultant surprised the janitor shocked everyone.	disclosure	shocked_everyone.	36	238
13	condition_2	Critical_3	905	yes	that	2	REGION_0_0	REGION_0_0	The disclosure that the consultant surprised the janitor shocked everyone.	disclosure	shocked_everyone.	36	238
13	condition_2	Critical_3	954	yes	the	3	REGION_0_1	REGION_0_1	The disclosure that the consultant surprised the janitor shocked everyone.	disclosure	shocked_everyone.	36	238
13	condition_2	Critical_3	885	yes	consultant	4	REGION_0_2	REGION_0_2	The disclosure that the consultant surprised the janitor shocked everyone.	disclosure	shocked_everyone.	36	238
13	condition_2	Critical_3	2497	yes	surprised	5	REGION_2_0	REGION_2_0	The disclosure that the consultant surprised the janitor shocked everyone.	disclosure	shocked_everyone.	36	238
13	condition_2	Critical_3	957	yes	the	6	REGION_2_1	REGION_2_1	The disclosure that the consultant surprised the janitor shocked everyone.	disclosure	shocked_everyone.	36	238
13	condition_2	Critical_3	2024	no	janitor	7	REGION_2_2	REGION_2_2	The disclosure that the consultant surprised the janitor shocked everyone.	disclosure	shocked_everyone.	36	238
13	condition_2	Critical_3	1661	yes	shocked	8	REGION_3_0	REGION_3_0	The disclosure that the consultant surprised the janitor shocked everyone.	disclosure	shocked_everyone.	36	238
13	condition_2	Critical_3	1071	yes	everyone.	9	REGION_3_1	REGION_3_1	The disclosure that the consultant surprised the janitor shocked everyone.	disclosure	shocked_everyone.	36	238
13	condition_0	Critical_0	1918	yes	The	0	REGION_D0	REGION_D0	The truth did not bother the farmer.	truth	did_not_bother_the_farmer.	38	238
13	condition_0	Critical_0	1009	yes	truth	1	REGION_N0	REGION_N0	The truth did not bother the farmer.	truth	did_not_bother_the_farmer.	38	238
13	condition_0	Critical_0	1001	yes	did	2	REGION_3_0	REGION_3_0	The truth did not bother the farmer.	truth	did_not_bother_the_farmer.	38	238
13	condition_0	Critical_0	1338	yes	not	3	REGION_3_1	REGION_3_1	The truth did not bother the farmer.	truth	did_not_bother_the_farmer.	38	238
13	condition_0	Critical_0	1074	yes	bother	4	REGION_3_2	REGION_3_2	The truth did not bother the farmer.	truth	did_not_bother_the_farmer.	38	238
13	condition_0	Critical_0	1068	yes	the	5	REGION_3_3	REGION_3_3	The truth did not bother the farmer.	truth	did_not_bother_the_farmer.	38	238
13	condition_0	Critical_0	857	yes	farmer.	6	REGION_3_4	REGION_3_4	The truth did not bother the farmer.	truth	did_not_bother_the_farmer.	38	238
13	filler	Filler_39	652	yes	The	0	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	1141	yes	fans	1	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	865	yes	at	2	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	776	yes	the	3	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	872	yes	concert	4	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	949	yes	loved	5	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	870	yes	the	6	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	982	yes	guitarist	7	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	721	yes	because	8	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	1179	no	he	9	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	1313	yes	played	10	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	1281	yes	with	11	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	1898	no	so	12	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	1135	yes	much	13	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
13	filler	Filler_39	1324	yes	energy.	14	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	49	238
14	filler	Practice_3	818	yes	The	0	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	1496	yes	therapist	1	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	1177	yes	set	2	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	935	yes	up	3	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	808	yes	a	4	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	1029	yes	meeting	5	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	851	yes	with	6	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	809	yes	the	7	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	3649	no	upset	8	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	1525	yes	woman	9	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	1356	yes	and	10	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	1124	yes	her	11	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	946	yes	husband	12	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	filler	Practice_3	1366	yes	yesterday.	13	NA	NA	The therapist set up a meeting with the upset woman and her husband yesterday.	NA	NA	6	238
14	condition_0	Critical_3	862	yes	The	0	REGION_D0	REGION_D0	The complaint shocked everyone.	complaint	shocked_everyone.	24	238
14	condition_0	Critical_3	1125	yes	complaint	1	REGION_N0	REGION_N0	The complaint shocked everyone.	complaint	shocked_everyone.	24	238
14	condition_0	Critical_3	1282	yes	shocked	2	REGION_3_0	REGION_3_0	The complaint shocked everyone.	complaint	shocked_everyone.	24	238
14	condition_0	Critical_3	1650	yes	everyone.	3	REGION_3_1	REGION_3_1	The complaint shocked everyone.	complaint	shocked_everyone.	24	238
14	filler	Filler_41	620	yes	The	0	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	1062	yes	casino	1	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	1388	yes	hired	2	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	755	yes	the	3	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	1397	yes	daredevil	4	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	1104	yes	because	5	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	652	yes	he	6	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	746	yes	was	7	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	924	yes	confident	8	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	703	yes	that	9	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	1473	yes	everything	10	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	661	yes	would	11	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	728	yes	go	12	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	957	yes	according	13	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	640	yes	to	14	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_41	746	yes	plan.	15	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	11	238
14	filler	Filler_11	687	yes	The	0	NA	NA	The citizens of France eat oysters.	NA	NA	15	238
14	filler	Filler_11	1033	yes	citizens	1	NA	NA	The citizens of France eat oysters.	NA	NA	15	238
14	filler	Filler_11	725	yes	of	2	NA	NA	The citizens of France eat oysters.	NA	NA	15	238
14	filler	Filler_11	855	yes	France	3	NA	NA	The citizens of France eat oysters.	NA	NA	15	238
14	filler	Filler_11	728	yes	eat	4	NA	NA	The citizens of France eat oysters.	NA	NA	15	238
14	filler	Filler_11	1061	yes	oysters.	5	NA	NA	The citizens of France eat oysters.	NA	NA	15	238
14	condition_0	Critical_9	579	yes	The	0	REGION_D0	REGION_D0	The insinuation was unnerving.	insinuation	was_unnerving.	32	238
14	condition_0	Critical_9	1064	yes	insinuation	1	REGION_N0	REGION_N0	The insinuation was unnerving.	insinuation	was_unnerving.	32	238
14	condition_0	Critical_9	609	yes	was	2	REGION_3_0	REGION_3_0	The insinuation was unnerving.	insinuation	was_unnerving.	32	238
14	condition_0	Critical_9	1010	yes	unnerving.	3	REGION_3_1	REGION_3_1	The insinuation was unnerving.	insinuation	was_unnerving.	32	238
14	condition_0	Critical_2	688	yes	The	0	REGION_D0	REGION_D0	The assurance was gaining traction.	assurance	was_gaining_traction.	39	238
14	condition_0	Critical_2	1145	yes	assurance	1	REGION_N0	REGION_N0	The assurance was gaining traction.	assurance	was_gaining_traction.	39	238
14	condition_0	Critical_2	978	no	was	2	REGION_3_0	REGION_3_0	The assurance was gaining traction.	assurance	was_gaining_traction.	39	238
14	condition_0	Critical_2	1364	yes	gaining	3	REGION_3_1	REGION_3_1	The assurance was gaining traction.	assurance	was_gaining_traction.	39	238
14	condition_0	Critical_2	950	yes	traction.	4	REGION_3_2	REGION_3_2	The assurance was gaining traction.	assurance	was_gaining_traction.	39	238
14	filler	Practice_1	2450	yes	The	0	NA	NA	The mother of the prisoner sent him packages that contained cookies and novels.	NA	NA	5	238
14	filler	Practice_1	1450	yes	mother	1	NA	NA	The mother of the prisoner sent him packages that contained cookies and novels.	NA	NA	5	238
14	filler	Practice_1	1377	yes	of	2	NA	NA	The mother of the prisoner sent him packages that contained cookies and novels.	NA	NA	5	238
