workerid	completion	condition	item	sentence1	slide_number
1198	33	Patienten gegeben hat, hat er nicht mehr zurückbekommen	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	23
1199	33	ein Unfall	filler	filler_14	Alle 20 Minuten passiert in Deutschland	28
1200	33	machen im Sommer am meisten Spaß	filler	filler_5	Spiele und Picknicks im Freien	22
1201	33	es ein rotes Auto gesehen hat	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	26
1202	33	zum Weinen gebracht hat, eine Lüge war	SC_RC	EMBEDDED_3	Luigi hat gedacht, dass der Bericht, dass der Junge, den der Clown	27
1203	33	Waldbesitzer und der Landwirt laden zur einer Informationsveranstaltung ein	sub_ext_RC	4_sub_ext_RC	Der Förster, der	32
1204	33	Unruhestiftung bezichtigt hat befindet sich im Krankenhaus	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	33
1205	33	beklaut hat von allen anerkannt wird	SC_RC	EMBEDDED_9	Peter sagte mir, dass die Überzeugung, dass der Händler, den der Unternehmer	34
1206	33	Rechtsbeugung wegen angezeigt hat, hat seine Zulassung verloren	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	35
1207	34	meinte, in Herr der Ringe mitgespielt hat, von so jemandem nicht zu erwarten sei. 	SC_RC	EMBEDDED_9	Hans hat behauptet, dass die Auffassung, dass der Schauspieler, den der Star	22
1208	34	heiratete, ein schlechter Mensch ist, falsch sei. 	SC_RC	EMBEDDED_11	Die Leute glauben, dass die Mutmaßung, dass der Marketingspezialist, den die Künstlerin	8
1209	34	sie nie wirklich liebte.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	9
1210	34	erschreckt hatte, sieben war, überraschend ist.	SC_RC	EMBEDDED_8	Niemand denkt wirklich, dass die Erkenntnis, dass der Junge, den der Clown	10
1211	34	passenden Skischuh finde, werde ich ihn niemals abgeben. 	filler	filler_3	Wenn ich jemals noch einen	15
1212	34	ihr zum Geburtstag zu gratulieren.	filler	filler_40	Der alte Mann rief seine Schwester an, um	16
1213	34	an seine Hausaufgaben.	filler	filler	Als Frank aufwachte, erinnerte er sich	4
1214	34	das Nutzen von Atomkraft in der Stromversorgung.	filler	filler	Annabelle war generell gegen	5
1215	34	übernahm er nicht das Gewerbe von seinem Vater.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	6
1216	34	eine Geburt.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	7
1217	34	neulich gestorben ist, geschrieben hat, ist unfassbar interessant.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	21
1218	34	mit seiner Beschwerde gemeint hatte, entlassen werden soll, zu Recht nicht durchgesetzt wird.	SC_RC	EMBEDDED_3	Vorher erfuhr Angela, dass die Aufforderung, dass der Büroangestellte, den der Kunde	35
1219	34	jeder schon mal im TV gesehen hat, ist tatsächlich Jurist.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	23
1220	34	sie gefüttert wurden.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	11
1221	34	gemeint hatte, korrupt sei, vollkommen verständlich ist.	SC_RC	EMBEDDED_10	Gestern sagte Norbert, dass die Überzeugung, dass der Politiker, den der Banker	12
1222	34	von seinem Pferd fiel, verlor vielen die Wette. 	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	13
1223	34	rettete, in ein weit entferntes Krankenhaus gebracht wird, falsch sei.	SC_RC	EMBEDDED_0	Ibrahim hat gemeint, dass die Entscheidung, dass das Kind, das der Sanitäter	14
1224	34	befragt hatte, unschuldig sei, gefälscht wurde. 	SC_RC	EMBEDDED_4	Ich habe gehört, dass der Beleg, dass der Mafioso, den der Journalist	42
1225	34	bei meiner Anhörung vorsitzt, vorgeschlagen hat, ist nicht aufgetaucht.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	28
1226	34	getötet hatte, ausgeblutet ist, gestern in der Zeitung stand.	SC_RC	EMBEDDED_2	Lisa hat gesagt, dass der Bericht, dass das Opfer, das der Verbrecher	17
1227	34	ins Amt gehoben hat, alleine für die verlorene Schlacht verantwortlich ist, gerechtfertigt ist.	SC_RC	EMBEDDED_5	Peter sagte mir, dass die Kritik, dass der Kommandant, den der Präsident	30
1228	34	sie erfuhren, dass sie den Wettbewerb gewonnen hatten.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	18
1229	34	ausgezeichnet hatte, ein Betrüger sei, einen guten Grund hat.	SC_RC	EMBEDDED_7	Ich denke nicht, dass die Annahme, dass der Wissenschaftler, den der Bürgermeister	19
1230	34	den letzten Hit geschrieben hat, vor 13 Jahren geschrieben hat, ist wirklich schlecht geworden.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	20
1231	34	seinen Armen.	filler	filler_35	Der Holzfäller schwitzte unter	25
1232	34	gab es Dinosaurier, die jeden Kontinent durchstreiften. 	filler	filler_16	Vor langer Zeit	36
1233	34	meine Mathe Vorlesung macht, mitbrachte, roch furchtbar. 	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	37
1234	34	ich gestern getroffen habe, hat meine Katze gerettet.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	24
1235	34	das neue Lied von den Ärzten zum ersten mal hörten.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	34
1236	34	ihre Flugrouten von morgen auszutauschen. 	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	26
1237	34	Schalke gekauft hat, ist sein Geld nicht wert. 	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	27
1238	34	anzeigt, kein echter Taxifahrer war, leider begründet ist. 	SC_RC	EMBEDDED_1	Klaus hat erzählt, dass der Zweifel, dass der Taxifahrer, den der Tourist	33
1239	34	nicht zahlen wollte, ansprach, brach in lachen aus. 	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	38
1240	34	sind die beste Beschäftigung am Wochenende.	filler	filler_5	Spiele und Picknicks im Freien	39
1241	34	deine Zähne putzt, bekommst du Karies.	filler	filler_6	Wenn du nicht	31
1242	34	mit einer schwarzen Jacke kam, stimmte für die neuste Partei.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	41
1243	34	geschlagen hat, entlassen wird, sehr traurig ist. 	SC_RC	EMBEDDED_6	Luigi hat gedacht, dass die Tatsache, dass der Pfarrer, den das Gemeindemitglied	40
1244	34	sich so liebevoll um die Hasen kümmert, ist leider in einen anderen Ort gezogen.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	29
1245	35	engagiert hatte, Messungen durchführen soll, übertrieben gewesen sei.	SC_RC	EMBEDDED_2	Luigi hat gedacht, dass die Entscheidung, dass der Wissenschaftler, den der Bürgermeister	25
1246	35	zog er weg um zu studieren.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	6
1247	35	an seinen Zahnarzttermin.	filler	filler	Als Frank aufwachte, erinnerte er sich	5
1248	35	die letzten 20 Jahre den Wald beaufsichtigt hatte, ging in Rente.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	10
1249	35	am Prozess beteiligt war, gar nicht ausstehen konnte lief durch das Foyer.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	11
1250	35	ein Tempolimit auf Autobahnen.	filler	filler	Annabelle war generell gegen	4
1251	35	ich schon immer toll fand hat zu meinem Verein gewechselt.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	17
1252	35	beim Retten des Kindes beobachtet hat, ein 15 Jähriges Mädchen war, sehr überraschend war.	SC_RC	EMBEDDED_0	Ibrahim hat gemeint, dass die Entdeckung, dass der Lebensretter, den der Schwimmer	18
1253	35	nach Lektüre für einen längeren Aufenthalt zwischen ihren Flügen zu suchen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	19
1254	35	beobachtet hatte, wirklich eine Straftat begangen hatte, wahr war.	SC_RC	EMBEDDED_10	Vorher erfuhr Angela, dass die Befürchtung, dass der Pfarrer, den das Gemeindemitglied	12
1255	35	sich beschwert hatte, sprechen wollte hatte schon Feierabend.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	8
1256	35	festgenommen hatte, unschuldig sei, wirklich lächerlich wäre.	SC_RC	EMBEDDED_9	Gestern sagte Norbert, dass die Ansicht, dass der Kriminelle, den der Polizist	9
1257	35	belästigt hatte, einen kurzen Rock trug, zu der Straftat geführt hatte.	SC_RC	EMBEDDED_6	Die Leute glauben, dass die Tatsache, dass das Opfer, das der Verbrecher	23
1258	35	damit aufhörst, dann gehe ich.	filler	filler_6	Wenn du nicht	24
1259	35	abwerben wollte, mit dem Kunden verwandt ist, wahr ist.	SC_RC	EMBEDDED_11	Ich denke nicht, dass die Vermutung, dass der Büroangestellte, den der Kunde	36
1260	35	ich schon seit Jahren kannte erzählte mir von seinen Kindern.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	13
1261	35	von diesen Designer-Stühlen finde bin ich glücklich.	filler	filler_3	Wenn ich jemals noch einen	14
1262	35	das Rennen gewonnen hatte, brach danach zusammen.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	15
1263	35	gerade meine Zähne behandelte, an den Zahnarzthelfer reichte war rot.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	16
1264	35	seinem Holzfällerhemd.	filler	filler_35	Der Holzfäller schwitzte unter	42
1265	35	seit 20 Jahren nichts geschrieben hatte, veröffentlicht hat, kommt nicht an seine alten Werke heran.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	30
1266	35	noch aus Kindheitstagen kannte, Bestechungsgelder angenommen hatte, ein Schock für sie gewesen sein muss.	SC_RC	EMBEDDED_7	Peter sagte mir, dass die Feststellung, dass der Abgeordnete, den die Diplomatin	31
1267	35	die ganze Stadt kannte, war verstorben.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	7
1268	35	betreut hat, nie wieder an einem Marathon teilnehmen wird, übertrieben ist.	SC_RC	EMBEDDED_8	Hans hat behauptet, dass die Annahme, dass der Marathonläufer, den der Psychiater	20
1269	35	ungeduldig wurde.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	21
1270	35	lebten Dinosaurier auf der Erde.	filler	filler_16	Vor langer Zeit	22
1271	35	-Fotograf beim Drogenkonsum fotografiert hat, nicht in den Entzug geht, für ihn fragwürdig ist.	SC_RC	EMBEDDED_4	Klaus hat erzählt, dass die Kritik, dass der Schauspieler, den der Star	27
1272	35	Klausuren verloren hat, angeschrien hat, wird seinen Text in der Frankfurter Allgemeine veröffentlichen.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	28
1273	35	sie die Grenze überquert hatten.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	37
1274	35	sind tolle Unternehmungen im Sommer.	filler	filler_5	Spiele und Picknicks im Freien	26
1275	35	ein Verkehrsunfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	35
1276	35	durch die Klausur hat fallen lassen, betrogen habe, Bestand hat.	SC_RC	EMBEDDED_5	Niemand denkt wirklich, dass die Klage, dass der Student, den der Professor	39
1277	35	die CDU wählt ist egoistisch.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	29
1278	35	von seinem Urlaub in Holland zu erzählen.	filler	filler_40	Der alte Mann rief seine Schwester an, um	34
1279	35	sie anfingen zu grasen.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	38
1280	35	beim Brandanschlag erwischt hatte, wirklich ein Nazi sei, sie wütend macht.	SC_RC	EMBEDDED_1	Lisa hat gesagt, dass der Zweifel, dass der Extremist, den der Agent	33
1281	35	mit 100.000 Euro bedacht hat, bei der Hauptversammlung gegeben hat, keine Bedeutung hat.	SC_RC	EMBEDDED_3	Ich habe gehört, dass das Zeichen, dass der Unternehmer, den der Wohltäter	41
1282	35	nun schon 50 Jahre alt ist, veröffentlicht hat bricht alle Rekorde.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	40
1283	35	sie betrogen hatte.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	32
1284	36	lebten auf der Erde Dinosaurier.	filler	filler_16	Vor langer Zeit	27
1285	36	nach Geld gefragt hat, schwul ist, nichts mit der Nachfrage zu tun hat.	SC_RC	EMBEDDED_6	Die Leute glauben, dass die Annahme, dass der Politiker, den der Banker	12
1286	36	sich beschweren wollte zu sich gerufen hatte, konnte leider kein englisch.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	8
1287	36	auf im Cafe auf ihre Freundin wartete.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	7
1288	36	die Opfer des Einbruchs beauftragten, war ein Schwindler.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	25
1289	36	Angebeteten schrieb, war wunderbar.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	13
1290	36	an den letzten Abend und die tolle Begegnung mit Jessica.	filler	filler	Als Frank aufwachte, erinnerte er sich	6
1291	36	alle so toll finden, mag ich nicht.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	19
1292	36	zum überleben brauchte, welches er gezeigt hatte, das Zeichen für Hilfe gewesen sei.	SC_RC	EMBEDDED_2	Peter sagte mir, dass das Zeichen, dass der Lebensretter, den der Schwimmer	20
1293	36	so gut aussieht, den kenne ich.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	21
1294	36	gerettet hat, eigentlich garnicht in Gefahr war, stimmte.	SC_RC	EMBEDDED_11	Niemand denkt wirklich, dass die Feststellung, dass das Kind, das der Sanitäter	14
1295	36	der heißen Mittagssonne.	filler	filler_35	Der Holzfäller schwitzte unter	10
1296	36	ihr fremdgegangen war.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	11
1297	36	für die Studie beauftragt hatte, ein Schwindler sein könnte, stimmte.	SC_RC	EMBEDDED_8	Vorher erfuhr Angela, dass die Vermutung, dass der Wissenschaftler, den der Bürgermeister	38
1298	36	töten sollte, nicht echt sei.	SC_RC	EMBEDDED_5	Hans hat behauptet, dass der Beleg, dass der Extremist, den der Agent	26
1299	36	erwischt hatte, nett war, ihn weniger schuldig macht.	SC_RC	EMBEDDED_7	Ich denke nicht, dass die Tatsache, dass der Betrüger, den die Frau	40
1300	36	gegen Nazis bist, bist du ein Nazi.	filler	filler_6	Wenn du nicht	15
1301	36	nach vorne gerufen hat, nichts weiß, falsch sei.	SC_RC	EMBEDDED_1	Klaus hat erzählt, dass die Kritik, dass der Student, den der Professor	16
1302	36	Patientin gegeben hat, funktionierte nicht.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	17
1303	36	meine Mutter gerufen hat, kam leider zu spät.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	18
1304	36	Nazis, da Annabelle wusste, was Faschismus in Deutschland angerichtet hat.	filler	filler	Annabelle war generell gegen	5
1305	36	feierte er eine große Party bei einem Kunden seines Vaters im Garten.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
1306	36	viele Romane geschrieben hatte, war einfach verschwunden.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	32
1307	36	anrufen sollte nicht rangehen würde, falsch war.	SC_RC	EMBEDDED_9	Ich habe gehört, dass die Befürchtung, dass der Büroangestellte, den der Kunde	9
1308	36	sind mit Freunden am besten.	filler	filler_5	Spiele und Picknicks im Freien	34
1309	36	sich Bücher auszuleihen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	22
1310	36	ihr vom tot der gemeinsamen Mutter zu erzählen.	filler	filler_40	Der alte Mann rief seine Schwester an, um	23
1311	36	beauftragt hatte, dass man keine Plakate aufstellen darf, Blödsinn ist.	SC_RC	EMBEDDED_4	Ibrahim hat gemeint, dass die Anordnung, dass der Marketingspezialist, den die Künstlerin	24
1312	36	Hund haben darf, werde ich glücklich.	filler	filler_3	Wenn ich jemals noch einen	29
1313	36	ein Unglück mit einem Grill.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	41
1314	36	konservativ wählt, ist ein Problem für die Zukunft.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	42
1315	36	mich verurteilen sollte für mich ausgesucht hat, war nicht gut.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	28
1316	36	der Bauer sie wieder einfangen konnte.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	37
1317	36	verhaftet hatte, nicht vollständig sei.	SC_RC	EMBEDDED_0	Gestern sagte Norbert, dass der Bericht, dass der Kriminelle, den der Polizist	30
1318	36	auf den Wald aufpasst, sieht sehr gut aus.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	31
1319	36	für seinen film angeworben hatte, nicht gut genug sei, Blödsinn ist.	SC_RC	EMBEDDED_3	Luigi hat gedacht, dass der Zweifel, dass der Schauspieler, den der Star	36
1320	36	für seinen Feldzug beauftragt hatte, dafür nicht geeignet sei, sei richtig.	SC_RC	EMBEDDED_10	Lisa hat gesagt, dass die Auffassung, dass der Kommandant, den der Präsident	33
1321	36	ihnen gesagt wurde, sie sollten nicht so viel Singen.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	35
1322	37	interviewt hat, seine Familie umgebracht haben soll, so nicht stimmen kann.	SC_RC	EMBEDDED_7	Peter sagte mir, dass die Ansicht, dass der Mafioso, den der Journalist	30
1323	37	sie gewaschen und gebürstet wurden.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	9
1324	37	mit seiner Frau im Wald lebt, genießt momentan die Natur.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	10
1325	37	informiert hat, falsch sind.	SC_RC	EMBEDDED_2	Vorher erfuhr Angela, dass die Anordnung, dass der Chef, den der Angestellte	15
1326	37	ich vor einiger Zeit engagiert habe, ist spitzen klasse. 	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	16
1327	37	beschattet hat, der kompletten Wahrheit entspricht 	SC_RC	EMBEDDED_10	Klaus hat erzählt, dass die Tatsache, dass der Extremist, den der Agent	17
1328	37	Hopkins Universität interviewt, ist sehr bekannt.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	18
1329	37	unterstützt, ein Betrüger ist.	SC_RC	EMBEDDED_11	Ich habe gehört, dass die Auffassung, dass der Unternehmer, den der Wohltäter	19
1330	37	Deutschland ein EM-Spiel gewonnen hat.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	20
1331	37	die AfD wählt, hat keine Ahnung von Menschenrechten.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	21
1332	37	identifiziert hat, mit anderen zusammen gearbeitet hat, korrekt ist.	SC_RC	EMBEDDED_8	Ibrahim hat gemeint, dass die Feststellung, dass der Betrüger, den die Frau	22
1333	37	gab es Dinosaurier. 	filler	filler_16	Vor langer Zeit	24
1334	37	was für ihre Schwester empfindet.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	11
1335	37	bissen Lakritze essen muss, kotze ich.	filler	filler_3	Wenn ich jemals noch einen	12
1336	37	vertraut hat, ein heuchler ist.	SC_RC	EMBEDDED_9	Die Leute glauben, dass die Mutmaßung, dass der Chirurg, den der Patient	13
1337	37	seiner Cap, die ihm vor der Sonne schützt.	filler	filler_35	Der Holzfäller schwitzte unter	14
1338	37	Favorit der Saison, konnte heute wieder abliefern.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	29
1339	37	Rolling Stones singt, ist ein weltweiter Hit.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	42
1340	37	jungen Frau, nicht glauben wollte, griff zu seinem letzten Argument.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	31
1341	37	ging er von zu Hause fort, um sein Studium in einem anderen Land zu beginnen. 	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
1342	37	die Impfpflicht, über die seit Wochen gesprochen wird.	filler	filler	Annabelle war generell gegen	5
1343	37	nicht mehr an seinen Traum.	filler	filler	Als Frank aufwachte, erinnerte er sich	6
1344	37	angeklagt hat, dass Geld zurück zuzahlen, unberechtigt war.	SC_RC	EMBEDDED_1	Ich denke nicht, dass die Aufforderung, dass der Händler, den der Unternehmer	7
1345	37	gehören zum Sommer dazu.	filler	filler_5	Spiele und Picknicks im Freien	8
1346	37	geholfen hat bei der Geldwäsche, nichtig ist.	SC_RC	EMBEDDED_6	Hans hat behauptet, dass die Vermutung, dass der Politiker, den der Banker	36
1347	37	vorgezeigt hat, mit dem Beleg in den Unterlagen, übereinstimmt. 	SC_RC	EMBEDDED_3	Niemand denkt wirklich, dass der Beleg, dass der Abgeordnete, den die Diplomatin	25
1348	37	umgebracht hat, fallen gelassen wird. 	SC_RC	EMBEDDED_4	Luigi hat gedacht, dass die Klage, dass das Opfer, das der Verbrecher	38
1349	37	mit seinen Freunden da war, ist mit seinem Trinkgeld zufrieden.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	26
1350	37	ihr eine guten Flug in den Urlaub zu wünschen.	filler	filler_40	Der alte Mann rief seine Schwester an, um	27
1351	37	Arzthelferin geklaut hat, ist verschwunden.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	28
1352	37	erwischt hat beim falschen Beurteilen der Schüler, Konsequenzen haben wird.	SC_RC	EMBEDDED_5	Lisa hat gesagt, dass die Entdeckung, dass der Schulleiter, den der Lehrer	33
1353	37	Verlagschefin geschickt hat, wird veröffentlicht.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	34
1354	37	ich meine Katzen anvertraue, wechselt den Standort.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	35
1355	37	eine Fliege am Fenster entdeckte.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	32
1356	37	bestohlen hat, keine Klage einreichen wird.	SC_RC	EMBEDDED_0	Gestern sagte Norbert, dass der Bericht, dass der Pfarrer, den das Gemeindemitglied	41
1357	37	alle lieben, geht in den Ruhestand.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	39
1358	37	runterzukommen, vor dem nächsten Flug	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	40
1359	37	möchtest, dann lassen wir es für heute.	filler	filler_6	Wenn du nicht	37
1360	38	unterstützt, ein negatives Bild auf den Wohltäter wirft.	SC_RC	EMBEDDED_3	Hans hat behauptet, dass das Zeichen, dass der Unternehmer, den der Wohltäter	18
1361	38	Menschen sehe, der seine Maske nicht oder falsch trägt oder im zu mir keinen Abstand, unabhängig von Corona halten kann, dann raste ich aus.	filler	filler_3	Wenn ich jemals noch einen	32
1362	38	ignoriert hat, weil er sich nicht benommen hat, berechtigt ist.	SC_RC	EMBEDDED_4	Lisa hat gesagt, dass die Kritik, dass der Junge, den der Clown	13
1363	38	lebten wir ohne Globalisierung, ohne Technik und ohne Toiletten und sind trotzdem irgendwie klar gekommen.	filler	filler_16	Vor langer Zeit	19
1364	38	Rufschädigung anzeigte, ist jetzt in Untersuchungshaft.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	12
1365	38	mehrere Parteien auf dem Wahlzettel ankreuzt, verschenkt seine Stimme.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	17
1366	38	gelobt hat, wahr ist, da er immer gute Arbeit leistet.	SC_RC	EMBEDDED_10	Klaus hat erzählt, dass die Auffassung, dass der Büroangestellte, den der Kunde	31
1367	38	gesehen haben soll, der Täter ist, besteht.	SC_RC	EMBEDDED_5	Ich habe gehört, dass der Zweifel, dass der Nachbar, den der Mann	11
1368	38	beschützt hat, reicht, damit der Agent entlassen wird.	SC_RC	EMBEDDED_6	Luigi hat gedacht, dass die Erkenntnis, dass der Extremist, den der Agent	20
1369	38	ich so gerne mag, ist leider in Rente gegangen.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	21
1370	38	angezeigt hat, drogenabhängig ist, nicht stimmt.	SC_RC	EMBEDDED_8	Ibrahim hat gemeint, dass die Überzeugung, dass der Schulleiter, den der Lehrer	22
1371	38	an seinen Traum.	filler	filler	Als Frank aufwachte, erinnerte er sich	5
1372	38	abzuklären, wann sie sich noch einmal treffen.	filler	filler_40	Der alte Mann rief seine Schwester an, um	24
1373	38	das Reh getötet hat, kümmert sich nun um die Bäume.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	25
1374	38	unterstützt, falsche Studien vorgelegt hat, wahr ist.	SC_RC	EMBEDDED_11	Niemand denkt wirklich, dass die Befürchtung, dass der Wissenschaftler, den der Bürgermeister	26
1375	38	meine Mutter immer anruft, hat damals als Hauptfach Strafrecht gewählt.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	23
1376	38	Patientin in den Mund hält, soll den Weisheitsgrad der Zähne identifizieren.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	15
1377	38	befördert hat, sich bestochen haben lassen soll, unwahr zu sein scheint.	SC_RC	EMBEDDED_9	Gestern sagte Norbert, dass die Mutmaßung, dass der Kommandant, den der Präsident	16
1378	38	strenge Regeln hat, ermahnt hat, ist nun aus dem Saal verwiesen wurden.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	30
1379	38	ging er zum studieren ins Ausland.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
1380	38	seiner Arbeitsausrüstung.	filler	filler_35	Der Holzfäller schwitzte unter	9
1381	38	Querdenker Demonstrationen ohne Maske, während so viele Menschen um ihr Leben zu kämpfen haben.	filler	filler	Annabelle war generell gegen	6
1382	38	wiederbelebte, vom Gericht abgewiesen wurde.	SC_RC	EMBEDDED_0	Peter sagte mir, dass die Klage, dass das Kind, das der Sanitäter	7
1383	38	in sie verliebt sei.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	8
1384	38	weitere Fachliteratur zu einem älteren Flugzeug zu studieren.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	14
1385	38	Band XXY schrieb, ist ein Hit geworden.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	10
1386	38	bestohlen hat, Verluste macht, positiv ist.	SC_RC	EMBEDDED_7	Ich denke nicht, dass die Tatsache, dass der Buchhändler, den der Dieb	37
1387	38	nervös wurde.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	38
1388	38	gewesen wärst, wäre ich heute glücklicher.	filler	filler_6	Wenn du nicht	34
1389	38	seit 3 Tagen nichts mehr gegessen hat und nur gearbeitet hat, ist endlich fertig.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	27
1390	38	angezeigt hat, vom Gericht befürwortet wird.	SC_RC	EMBEDDED_2	Vorher erfuhr Angela, dass die Anordnung, dass der Pfarrer, den das Gemeindemitglied	28
1391	38	sind schön um mehr Zeit mit den Liebsten zu verbringen.	filler	filler_5	Spiele und Picknicks im Freien	29
1392	38	gerade einem anderen Tisch einschenkt, gerufen hat, ist heute sehr gestresst.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	42
1393	38	der Trainer eingewechselt hat, hat ein Tor geschossen.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	35
1394	38	sie ihre Instrumente ausgepackt haben.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	36
1395	38	ein Autounfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	33
1396	38	sie von dem Regen ganz nass wurden.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	40
1397	38	ausgewählt hat, B-Waren anbieten darf, falsch war, da nun der Wettbewerb verzerrt wird.	SC_RC	EMBEDDED_1	Die Leute glauben, dass die Entscheidung, dass der Händler, den der Unternehmer	41
